sensor,n,r2,rmse,mae,bias,mape,rrmse,correlation,p_value,nse,willmott_d,slope,intercept,mean_observed,mean_predicted,std_observed,std_predicted
sentinel,1139,0.011076659762252361,14.231772963322559,9.418281869964321,-5.232589974260378e-07,94.51225217540879,87.11224405169025,0.10524571137599506,0.0003737882000406767,0.011076659762252361,0.05024291479823195,0.011076566478566129,16.15632048212712,16.33728199548823,16.33728147222923,14.311254118957981,1.506185435660872
modis_aqua,1176,0.008427434431003578,13.831867599078418,9.128527822106907,0.00041897928676058765,96.88904130931914,88.87936986799227,0.09180106478571387,0.0016247345744652168,0.008427434431003578,0.08666117140967844,0.008426292644267452,15.431802274693153,15.562517623180886,15.562936602467644,13.890522169826914,1.2749917994726903
modis_terra,1234,0.006331981984132762,13.615155205026971,8.992736888045757,0.00039484443658696584,95.77511712278823,88.14277246895504,0.07957375822673037,0.0051596002967931555,0.006331981984132762,0.07280997314196469,0.006330919868964287,15.349309303855815,15.446706319366564,15.447101163803149,13.658466457190531,1.086673026389278
