$ 2013 pst,,,,,,,,,,,
"# Blowout used as estimate for TDS, Breitenbush for SED, Blowout for all others",,,,,,,,,,,
#   JDAY,TDS,BIGSED,PTSED,PO4,NH4,Nox,RDOM,RPOM,ALG-BG,ALG-OTH,DO
112.25,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.30116968
112.292,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.30518674
112.333,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.30518674
112.375,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.23791201
112.417,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.14803226
112.458,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.99429458
112.5,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.75134949
112.542,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.56971781
112.583,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.48449085
112.625,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.48073124
112.667,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.56199293
112.708,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.6772796
112.75,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.79859217
112.792,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.92188316
112.833,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.02084551
112.875,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.15215793
112.917,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.25006257
112.958,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.30936449
113,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.4053685
113.042,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.50265819
113.083,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.55987961
113.125,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.62600846
113.167,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.69273072
113.208,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.71784486
113.25,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.78125118
113.292,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.78125118
113.333,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.73457229
113.375,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.65909758
113.417,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.4812375
113.458,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.21657895
113.5,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.92267246
113.542,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.67712204
113.583,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.52898413
113.625,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.46442477
113.667,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.51744473
113.708,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.5747337
113.75,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.69465873
113.792,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.79098735
113.833,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.89250331
113.875,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.96098644
113.917,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.05670774
113.958,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.1538648
114,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.22459293
114.042,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.28790378
114.083,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.38814736
114.125,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.45289821
114.167,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.51822763
114.208,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.5511113
114.25,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.62145195
114.292,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.6173206
114.333,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.57985646
114.375,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.47305922
114.417,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.27163369
114.458,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.01002849
114.5,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.72786294
114.542,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.4606471
114.583,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.30927023
114.625,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.24291028
114.667,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.29030691
114.708,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.36613722
114.75,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.50736843
114.792,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.62640716
114.833,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.71802183
114.875,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.81895478
114.917,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.87894653
114.958,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.96992359
115,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.03124307
115.042,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.09310393
115.083,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.15551213
115.125,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.19094051
115.167,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.25823893
115.208,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.29429993
115.25,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.32630352
115.292,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.33036153
115.333,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.26243791
115.375,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.16352618
115.417,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.97387093
115.458,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.79304388
115.5,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.52669798
115.542,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.2742306
115.583,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.14179018
115.625,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.08446516
115.667,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.16879207
115.708,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.25420483
115.75,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.36870877
115.792,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.49277158
115.833,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.59014307
115.875,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.68495976
115.917,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.773134
115.958,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.84049267
116,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.93458341
116.042,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.99947307
116.083,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.03402816
116.125,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.10376051
116.167,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.16598502
116.208,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.20130031
116.25,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.26855103
116.292,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.27256811
116.333,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.23693443
116.375,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.13878125
116.417,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.95056913
116.458,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.70447718
116.5,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.44253346
116.542,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.19037294
116.583,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.07940424
116.625,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.02643602
116.667,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.07561206
116.708,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.15969988
116.75,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.26836094
116.792,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.38652105
116.833,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.5065835
116.875,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.60401558
116.917,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.72399454
116.958,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.78284031
117,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.84607905
117.042,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.90597615
117.083,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.96248003
117.125,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.02735065
117.167,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.08883969
117.208,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.15087113
117.25,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.18209211
117.292,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.18209211
117.333,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.15087113
117.375,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.05013315
117.417,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.89022506
117.458,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.65005697
117.5,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.38652105
117.542,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.16337178
117.583,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.02643602
117.625,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.00011874
117.667,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.05286432
117.708,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.19037294
117.75,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.29581614
117.792,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.40681589
117.833,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.52351989
117.875,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.61730008
117.917,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.70831918
117.958,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.76708841
118,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.82637024
118.042,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.85620514
118.083,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.88617031
118.125,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.91235806
118.167,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.94257627
118.208,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.94257627
118.25,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.98093952
118.292,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.95056913
118.333,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.92423962
118.375,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.83428481
118.417,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.71615687
118.458,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.65403331
118.5,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.53896972
118.542,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.41446729
118.583,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.26836094
118.625,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.18669244
118.667,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.22978098
118.708,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.31206739
118.75,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.41952445
118.792,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.52503644
118.833,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.61518736
118.875,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.66544228
118.917,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.72014136
118.958,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.75347325
119,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.78695244
119.042,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.77919301
119.083,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.80097796
119.125,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.79693314
119.167,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.79304388
119.208,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.81895478
119.25,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.82285361
119.292,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.82675244
119.333,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.80891204
119.375,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.81669053
119.417,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.82073534
119.458,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.76136852
119.5,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.64018483
119.542,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.5823621
119.583,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.55363748
119.625,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.46442477
119.667,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.48898483
119.708,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.5785479
119.75,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.66544228
119.792,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.75347325
119.833,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.84655846
119.875,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.94496109
119.917,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.01002849
119.958,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.0755153
120,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.14158509
120.042,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.20840468
120.083,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.24396643
120.125,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.27566094
120.167,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.33947235
120.208,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.3758111
120.25,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.41215149
120.292,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.42045086
120.333,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.38814736
120.375,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.32396877
120.417,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.27256811
120.458,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,12.14689419
120.5,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.93221276
120.542,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.66947987
120.583,22.8,3.48,1.99,0.013,0.003,0.016,0,0,0,0,11.52970268
120.625,22.8,3.49,1.99,0.013,0.003,0.016,0,0,0,0,11.55820622
120.667,22.8,3.5,1.99,0.013,0.003,0.016,0,0,0,0,11.6734562
120.708,22.8,3.51,2,0.013,0.003,0.016,0.01,0,0,0,11.79457699
120.75,22.8,3.52,2,0.013,0.003,0.016,0.01,0,0,0,11.94815901
120.792,22.8,3.53,2,0.013,0.003,0.016,0.01,0,0,0,12.04341564
120.833,22.8,3.54,2,0.013,0.003,0.016,0.01,0,0,0,12.17918681
120.875,22.8,3.55,2.01,0.013,0.003,0.016,0.01,0,0,0,12.28165216
120.917,22.8,3.56,2.01,0.013,0.003,0.016,0.01,0,0,0,12.3492787
120.958,22.8,3.57,2.01,0.013,0.003,0.016,0.01,0,0,0,12.44999064
121,22.8,3.58,2.01,0.013,0.003,0.017,0.01,0,0,0,12.519136
121.042,22.8,3.59,2.02,0.013,0.003,0.017,0.02,0,0,0,12.58906864
121.083,22.8,3.6,2.02,0.013,0.003,0.017,0.02,0.01,0,0,12.65946845
121.125,22.8,3.61,2.02,0.013,0.003,0.017,0.02,0.01,0,0,12.72636369
121.167,22.8,3.62,2.02,0.013,0.003,0.017,0.02,0.01,0,0,12.768508
121.208,22.8,3.63,2.03,0.013,0.003,0.017,0.02,0.01,0,0,12.83635214
121.25,22.8,3.64,2.03,0.013,0.003,0.017,0.02,0.01,0,0,12.87468846
121.292,22.8,3.65,2.03,0.013,0.003,0.017,0.02,0.01,0,0,12.87904104
121.333,22.8,3.67,2.03,0.013,0.003,0.017,0.03,0.01,0,0,12.84052644
121.375,22.8,3.68,2.04,0.013,0.003,0.017,0.03,0.01,0,0,12.70540045
121.417,22.8,3.69,2.04,0.013,0.003,0.017,0.03,0.01,0,0,12.49888753
121.458,22.8,3.7,2.04,0.013,0.003,0.017,0.03,0.01,0,0,12.20750237
121.5,22.8,3.71,2.04,0.013,0.003,0.017,0.03,0.01,0,0,11.893411
121.542,22.8,3.72,2.05,0.013,0.003,0.017,0.03,0.01,0,0,11.66200318
121.583,22.8,3.73,2.05,0.013,0.003,0.017,0.03,0.01,0,0,11.48678011
121.625,22.8,3.74,2.05,0.013,0.003,0.017,0.04,0.01,0,0,11.3990614
121.667,22.8,3.75,2.05,0.013,0.003,0.017,0.04,0.01,0,0,11.4269312
121.708,22.8,3.76,2.06,0.013,0.003,0.017,0.04,0.01,0,0,11.51125923
121.75,22.8,3.77,2.06,0.013,0.002,0.017,0.04,0.01,0,0,11.62539808
121.792,22.8,3.78,2.06,0.013,0.002,0.017,0.04,0.01,0,0,11.74535354
121.833,22.8,3.79,2.06,0.013,0.002,0.017,0.04,0.01,0,0,11.84553867
121.875,22.8,3.8,2.07,0.013,0.002,0.018,0.04,0.01,0,0,11.94316757
121.917,22.8,3.81,2.07,0.013,0.002,0.018,0.04,0.01,0,0,12.03410173
121.958,22.8,3.82,2.07,0.013,0.002,0.018,0.05,0.01,0,0,12.09948531
122,22.8,3.83,2.07,0.013,0.002,0.018,0.05,0.01,0,0,12.16529095
122.042,22.8,3.84,2.08,0.013,0.002,0.018,0.05,0.01,0,0,12.22372809
122.083,22.8,3.86,2.08,0.013,0.002,0.018,0.05,0.02,0,0,12.28251726
122.125,22.8,3.87,2.08,0.013,0.002,0.018,0.05,0.02,0,0,12.31418854
122.167,22.8,3.88,2.08,0.013,0.002,0.018,0.05,0.02,0,0,12.37795235
122.208,22.8,3.89,2.09,0.013,0.002,0.018,0.05,0.02,0,0,12.44228302
122.25,22.8,3.9,2.09,0.013,0.002,0.018,0.06,0.02,0,0,12.47060494
122.292,22.8,3.91,2.09,0.013,0.002,0.018,0.06,0.02,0,0,12.4663847
122.333,22.8,3.92,2.09,0.013,0.002,0.018,0.06,0.02,0,0,12.39373537
122.375,22.8,3.93,2.1,0.013,0.002,0.018,0.06,0.02,0,0,12.28165216
122.417,22.8,3.94,2.1,0.013,0.002,0.018,0.06,0.02,0,0,12.05144812
122.458,22.8,3.95,2.1,0.013,0.002,0.018,0.06,0.02,0,0,11.80245292
122.5,22.8,3.96,2.1,0.013,0.002,0.018,0.06,0.02,0,0,11.47682124
122.542,22.8,3.97,2.11,0.013,0.002,0.018,0.07,0.02,0,0,11.22025853
122.583,22.8,3.98,2.11,0.013,0.002,0.018,0.07,0.02,0,0,11.05227775
122.625,22.8,3.99,2.11,0.013,0.002,0.018,0.07,0.02,0,0,10.98850736
122.667,22.8,4,2.11,0.013,0.002,0.018,0.07,0.02,0,0,11.01474792
122.708,22.8,4.01,2.12,0.013,0.002,0.018,0.07,0.02,0,0,11.06756132
122.75,22.8,4.02,2.12,0.013,0.002,0.019,0.07,0.02,0,0,11.17453434
122.792,22.8,4.04,2.12,0.013,0.002,0.019,0.07,0.02,0,0,11.31468976
122.833,22.8,4.05,2.12,0.013,0.002,0.019,0.07,0.02,0,0,11.4016378
122.875,22.8,4.06,2.13,0.013,0.002,0.019,0.08,0.02,0,0,11.49363341
122.917,22.8,4.07,2.13,0.013,0.002,0.019,0.08,0.02,0,0,11.58288502
122.958,22.8,4.08,2.13,0.013,0.002,0.019,0.08,0.02,0,0,11.69476239
123,22.8,4.09,2.13,0.013,0.002,0.019,0.08,0.02,0,0,11.72399454
123.042,22.8,4.1,2.14,0.013,0.002,0.019,0.08,0.02,0,0,11.78284031
123.083,22.8,4.11,2.14,0.013,0.002,0.019,0.08,0.03,0,0,11.84607905
123.125,22.8,4.12,2.14,0.013,0.002,0.019,0.08,0.03,0,0,11.90597615
123.167,22.8,4.13,2.14,0.013,0.002,0.019,0.09,0.03,0,0,11.93612116
123.208,22.8,4.14,2.15,0.013,0.002,0.019,0.09,0.03,0,0,11.99680768
123.25,22.8,4.15,2.15,0.013,0.002,0.019,0.09,0.03,0,0,12.05802774
123.292,22.8,4.16,2.15,0.013,0.002,0.019,0.09,0.03,0,0,12.05802774
123.333,22.8,4.17,2.15,0.013,0.002,0.019,0.09,0.03,0,0,12.01947564
123.375,22.8,4.18,2.16,0.013,0.002,0.019,0.09,0.03,0,0,11.92033122
123.417,22.8,4.19,2.16,0.013,0.002,0.019,0.09,0.03,0,0,11.73764008
123.458,22.8,4.2,2.16,0.013,0.002,0.019,0.1,0.03,0,0,11.49509943
123.5,22.8,4.21,2.16,0.013,0.002,0.019,0.1,0.03,0,0,11.18669244
123.542,22.8,4.23,2.17,0.013,0.002,0.019,0.1,0.03,0,0,10.96654186
123.583,22.8,4.24,2.17,0.013,0.002,0.019,0.1,0.03,0,0,10.804417
123.625,22.8,4.25,2.17,0.013,0.002,0.02,0.1,0.03,0,0,10.75014002
123.667,22.8,4.26,2.17,0.013,0.002,0.02,0.1,0.03,0,0,10.74645078
123.708,22.8,4.27,2.18,0.013,0.002,0.02,0.1,0.03,0,0,10.84826846
123.75,22.8,4.28,2.18,0.013,0.002,0.02,0.11,0.03,0,0,10.97433654
123.792,22.8,4.29,2.18,0.013,0.002,0.02,0.11,0.03,0,0,11.10673838
123.833,22.8,4.3,2.18,0.013,0.002,0.02,0.11,0.03,0,0,11.22223741
123.875,22.8,4.31,2.19,0.013,0.002,0.02,0.11,0.03,0,0,11.31206739
123.917,22.8,4.32,2.19,0.013,0.002,0.02,0.11,0.03,0,0,11.39541378
123.958,22.8,4.33,2.19,0.013,0.002,0.02,0.11,0.03,0,0,11.47983767
124,22.8,4.34,2.19,0.013,0.002,0.02,0.11,0.03,0,0,11.56535689
124.042,22.8,4.35,2.2,0.013,0.002,0.02,0.11,0.03,0,0,11.64800356
124.083,22.8,4.36,2.2,0.013,0.001,0.02,0.12,0.04,0,0,11.67328002
124.125,22.8,4.37,2.2,0.013,0.001,0.02,0.12,0.04,0,0,11.72786294
124.167,22.8,4.38,2.2,0.013,0.001,0.02,0.12,0.04,0,0,11.78307273
124.208,22.8,4.39,2.21,0.013,0.001,0.02,0.12,0.04,0,0,11.84265964
124.25,22.8,4.41,2.21,0.013,0.001,0.02,0.12,0.04,0,0,11.87655693
124.292,22.8,4.42,2.21,0.013,0.001,0.02,0.12,0.04,0,0,11.90276858
124.333,22.8,4.43,2.21,0.013,0.001,0.02,0.12,0.04,0,0,11.83080722
124.375,22.8,4.44,2.22,0.013,0.001,0.02,0.13,0.04,0,0,11.70438932
124.417,22.8,4.45,2.22,0.013,0.001,0.02,0.13,0.04,0,0,11.52669798
124.458,22.8,4.46,2.22,0.013,0.001,0.02,0.13,0.04,0,0,11.27035753
124.5,22.8,4.47,2.22,0.013,0.001,0.021,0.13,0.04,0,0,11.02383398
124.542,22.8,4.48,2.23,0.013,0.001,0.021,0.13,0.04,0,0,10.80473834
124.583,22.8,4.49,2.23,0.013,0.001,0.021,0.13,0.04,0,0,10.67454079
124.625,22.8,4.5,2.23,0.013,0.001,0.021,0.13,0.04,0,0,10.64235582
124.667,22.8,4.51,2.23,0.013,0.001,0.021,0.14,0.04,0,0,10.68884164
124.708,22.8,4.52,2.24,0.013,0.001,0.021,0.14,0.04,0,0,10.78282998
124.75,22.8,4.53,2.24,0.013,0.001,0.021,0.14,0.04,0,0,10.90814245
124.792,22.8,4.54,2.24,0.013,0.001,0.021,0.14,0.04,0,0,11.04343533
124.833,22.8,4.55,2.24,0.013,0.001,0.021,0.14,0.04,0,0,11.1546408
124.875,22.8,4.56,2.25,0.013,0.001,0.021,0.14,0.04,0,0,11.23252049
124.917,22.8,4.57,2.25,0.013,0.001,0.021,0.14,0.04,0,0,11.31154768
124.958,22.8,4.59,2.25,0.013,0.001,0.021,0.14,0.04,0,0,11.39143968
125,22.8,4.6,2.25,0.013,0.001,0.021,0.15,0.04,0,0,11.41582445
125.042,22.8,4.61,2.26,0.013,0.001,0.021,0.15,0.04,0,0,11.46475192
125.083,22.8,4.62,2.26,0.013,0.001,0.021,0.15,0.05,0,0,11.51409506
125.125,22.8,4.63,2.26,0.013,0.001,0.021,0.15,0.05,0,0,11.5428333
125.167,22.8,4.64,2.26,0.013,0.001,0.021,0.15,0.05,0,0,11.59683276
125.208,22.8,4.65,2.27,0.013,0.001,0.021,0.15,0.05,0,0,11.62593739
125.25,22.8,4.66,2.27,0.013,0.001,0.021,0.15,0.05,0,0,11.68452715
125.292,22.8,4.67,2.27,0.013,0.001,0.021,0.16,0.05,0,0,11.68452715
125.333,22.8,4.68,2.27,0.013,0.001,0.021,0.16,0.05,0,0,11.65516862
125.375,22.8,4.69,2.28,0.013,0.001,0.022,0.16,0.05,0,0,11.53900054
125.417,22.8,4.7,2.28,0.013,0.001,0.022,0.16,0.05,0,0,11.39280073
125.458,22.8,4.71,2.28,0.013,0.001,0.022,0.16,0.05,0,0,11.14026198
125.5,22.8,4.72,2.28,0.013,0.001,0.022,0.16,0.05,0,0,10.89737099
125.542,22.8,4.73,2.29,0.013,0.001,0.022,0.16,0.05,0,0,10.71021944
