$ 2013 pst,,,,,,,,,,,
"# Blowout used as estimate for TDS, Breitenbush for SED, Blowout for all others",,,,,,,,,,,
#   JDAY,TDS,BIGSED,PTSED,PO4,NH4,Nox,RDOM,RPOM,ALG-BG,ALG-OTH,DO
164.458,24.1,1.65,1.41,0.006,0.001,0.073,0.43,0.13,0,0,11.01112684
164.5,24.1,1.66,1.41,0.006,0.001,0.073,0.44,0.13,0,0,10.95877233
164.542,24.1,1.67,1.42,0.006,0.001,0.074,0.44,0.13,0,0,10.88105904
164.583,24.1,1.68,1.42,0.006,0.001,0.074,0.44,0.13,0,0,10.85894209
164.625,24.1,1.69,1.42,0.006,0.001,0.074,0.44,0.13,0,0,10.80786913
164.667,24.1,1.71,1.43,0.006,0.001,0.074,0.45,0.14,0,0,10.78618092
164.708,24.1,1.72,1.43,0.006,0.001,0.074,0.45,0.14,0,0,10.81156672
164.75,24.1,1.73,1.44,0.006,0.001,0.074,0.45,0.14,0,0,10.86265654
164.792,24.1,1.74,1.44,0.006,0.001,0.075,0.46,0.14,0,0,10.89194147
164.833,24.1,1.75,1.44,0.006,0.001,0.075,0.46,0.14,0,0,10.94743174
164.875,24.1,1.77,1.45,0.006,0.001,0.075,0.46,0.14,0,0,10.97708286
164.917,24.1,1.78,1.45,0.006,0.001,0.075,0.46,0.14,0,0,11.00686006
164.958,24.1,1.79,1.46,0.006,0.001,0.075,0.47,0.14,0,0,11.05953665
165,24.1,1.8,1.46,0.006,0.001,0.076,0.47,0.14,0,0,11.0559072
165.042,24.1,1.81,1.46,0.006,0.001,0.076,0.47,0.14,0,0,11.10901234
165.083,24.1,1.83,1.47,0.006,0.001,0.076,0.47,0.14,0,0,11.13207862
165.125,24.1,1.84,1.47,0.006,0.001,0.076,0.48,0.15,0,0,11.12827763
165.167,24.1,1.85,1.48,0.006,0.001,0.076,0.48,0.15,0,0,11.15509446
165.208,24.1,1.86,1.48,0.006,0.001,0.076,0.48,0.15,0,0,11.182025
165.25,24.1,1.87,1.48,0.006,0.001,0.077,0.48,0.15,0,0,11.20538936
165.292,24.1,1.89,1.49,0.006,0.001,0.077,0.49,0.15,0,0,11.20156165
165.333,24.1,1.9,1.49,0.006,0.001,0.077,0.49,0.15,0,0,11.14395794
165.375,24.1,1.91,1.5,0.006,0.001,0.077,0.49,0.15,0,0,11.00373983
165.417,24.1,1.92,1.5,0.006,0.001,0.077,0.5,0.15,0,0,10.8407984
165.458,24.1,1.93,1.5,0.006,0.001,0.078,0.5,0.15,0,0,10.65713948
165.5,24.1,1.95,1.51,0.006,0.001,0.078,0.5,0.15,0,0,10.43053444
165.542,24.1,1.96,1.51,0.006,0.001,0.078,0.5,0.15,0,0,10.18574526
165.583,24.1,1.97,1.52,0.006,0.001,0.078,0.51,0.16,0,0,10.03937972
165.625,24.1,1.98,1.52,0.006,0.001,0.078,0.51,0.16,0,0,10.01038961
165.667,24.1,1.99,1.52,0.006,0.001,0.078,0.51,0.16,0,0,10.0259332
165.708,24.1,2.01,1.53,0.006,0.001,0.079,0.51,0.16,0,0,10.08659468
165.75,24.1,2.02,1.53,0.006,0.001,0.079,0.52,0.16,0,0,10.17090997
165.792,24.1,2.03,1.54,0.006,0.001,0.079,0.52,0.16,0,0,10.28693513
165.833,24.1,2.04,1.54,0.006,0.001,0.079,0.52,0.16,0,0,10.37802055
165.875,24.1,2.05,1.54,0.006,0.001,0.079,0.52,0.16,0,0,10.45338481
165.917,24.1,2.07,1.55,0.006,0.001,0.079,0.53,0.16,0,0,10.52619356
165.958,24.1,2.08,1.55,0.006,0.001,0.08,0.53,0.16,0,0,10.62468216
166,24.1,2.09,1.56,0.006,0.001,0.08,0.53,0.16,0,0,10.69607829
166.042,24.1,2.1,1.56,0.006,0.002,0.08,0.54,0.17,0,0,10.77193761
166.083,24.1,2.12,1.56,0.006,0.002,0.08,0.54,0.17,0,0,10.84501213
166.125,24.1,2.13,1.57,0.006,0.002,0.08,0.54,0.17,0,0,10.8967431
166.167,24.1,2.14,1.57,0.006,0.002,0.081,0.54,0.17,0,0,10.9452807
166.208,24.1,2.15,1.58,0.006,0.002,0.081,0.55,0.17,0,0,11.0279891
166.25,24.1,2.16,1.58,0.006,0.002,0.081,0.55,0.17,0,0,11.05457202
166.292,24.1,2.18,1.58,0.006,0.002,0.081,0.55,0.17,0,0,11.07759566
166.333,24.1,2.19,1.59,0.006,0.002,0.081,0.55,0.17,0,0,11.02067938
166.375,24.1,2.2,1.59,0.006,0.002,0.081,0.56,0.17,0,0,10.8857602
166.417,24.1,2.21,1.6,0.006,0.002,0.082,0.56,0.17,0,0,10.67436833
166.458,24.1,2.22,1.6,0.006,0.002,0.082,0.56,0.17,0,0,10.44932592
166.5,24.1,2.24,1.6,0.006,0.002,0.082,0.56,0.17,0,0,10.20922744
166.542,24.1,2.25,1.61,0.006,0.002,0.082,0.57,0.18,0,0,9.956319127
166.583,24.1,2.26,1.61,0.006,0.002,0.082,0.57,0.18,0,0,9.781717586
166.625,24.1,2.27,1.62,0.006,0.002,0.083,0.57,0.18,0,0,9.742305609
166.667,24.1,2.28,1.62,0.006,0.002,0.083,0.58,0.18,0,0,9.766926574
166.708,24.1,2.3,1.62,0.006,0.002,0.083,0.58,0.18,0,0,9.834820085
166.75,24.1,2.31,1.63,0.006,0.002,0.083,0.58,0.18,0,0,9.928948286
166.792,24.1,2.32,1.63,0.006,0.002,0.083,0.58,0.18,0,0,10.04704038
166.833,24.1,2.33,1.64,0.006,0.002,0.083,0.59,0.18,0,0,10.14461353
166.875,24.1,2.34,1.64,0.006,0.002,0.084,0.59,0.18,0,0,10.22056762
166.917,24.1,2.36,1.64,0.006,0.002,0.084,0.59,0.18,0,0,10.29390313
166.958,24.1,2.37,1.65,0.006,0.002,0.084,0.59,0.18,0,0,10.39552523
167,24.1,2.38,1.65,0.006,0.002,0.084,0.6,0.19,0,0,10.43983541
167.042,24.1,2.39,1.65,0.006,0.002,0.084,0.6,0.19,0,0,10.51603966
167.083,24.1,2.4,1.66,0.006,0.002,0.084,0.6,0.19,0,0,10.56494262
167.125,24.1,2.42,1.66,0.006,0.002,0.085,0.6,0.19,0,0,10.61425052
167.167,24.1,2.43,1.67,0.006,0.002,0.085,0.61,0.19,0,0,10.69252068
167.208,24.1,2.44,1.67,0.006,0.002,0.085,0.61,0.19,0,0,10.75012954
167.25,24.1,2.45,1.67,0.006,0.002,0.085,0.61,0.19,0,0,10.77548146
167.292,24.1,2.46,1.68,0.006,0.002,0.085,0.62,0.19,0,0,10.77191797
167.333,24.1,2.48,1.68,0.006,0.002,0.086,0.62,0.19,0,0,10.72133553
167.375,24.1,2.49,1.69,0.006,0.002,0.086,0.62,0.19,0,0,10.62142213
167.417,24.1,2.5,1.69,0.006,0.002,0.086,0.62,0.19,0,0,10.46753725
167.458,24.1,2.51,1.69,0.006,0.002,0.086,0.63,0.2,0,0,10.25058145
167.5,24.1,2.52,1.7,0.006,0.002,0.086,0.63,0.2,0,0,10.03820174
167.542,24.1,2.54,1.7,0.006,0.002,0.086,0.63,0.2,0,0,9.868139194
167.583,24.1,2.55,1.71,0.006,0.002,0.087,0.63,0.2,0,0,9.849842896
167.625,24.1,2.56,1.71,0.006,0.002,0.087,0.64,0.2,0,0,9.831487268
167.667,24.1,2.57,1.71,0.006,0.002,0.087,0.64,0.2,0,0,9.856518911
167.708,24.1,2.58,1.72,0.006,0.002,0.087,0.64,0.2,0,0,9.903333168
167.75,24.1,2.6,1.72,0.006,0.002,0.087,0.64,0.2,0,0,10.01703214
167.792,24.1,2.61,1.73,0.006,0.002,0.088,0.65,0.2,0,0,10.15246945
167.833,24.1,2.62,1.73,0.006,0.002,0.088,0.65,0.2,0,0,10.22494401
167.875,24.1,2.63,1.73,0.006,0.002,0.088,0.65,0.2,0,0,10.27479519
167.917,24.1,2.64,1.74,0.006,0.002,0.088,0.66,0.21,0,0,10.32519069
167.958,24.1,2.66,1.74,0.006,0.002,0.088,0.66,0.21,0,0,10.37243172
168,24.1,2.67,1.75,0.006,0.002,0.088,0.66,0.21,0,0,10.42005926
168.042,24.1,2.68,1.75,0.006,0.002,0.089,0.66,0.21,0,0,10.48862711
168.083,24.1,2.69,1.75,0.006,0.002,0.089,0.67,0.21,0,0,10.5337393
168.125,24.1,2.7,1.76,0.006,0.002,0.089,0.67,0.21,0,0,10.58272145
168.167,24.1,2.72,1.76,0.006,0.002,0.089,0.67,0.21,0,0,10.62845312
168.208,24.1,2.73,1.77,0.006,0.002,0.089,0.67,0.21,0,0,10.67823448
168.25,24.1,2.74,1.77,0.006,0.002,0.089,0.68,0.21,0,0,10.69974094
168.292,24.1,2.75,1.77,0.006,0.002,0.09,0.68,0.21,0,0,10.69974094
168.333,24.1,2.76,1.78,0.006,0.002,0.09,0.68,0.21,0,0,10.64258112
168.375,24.1,2.78,1.78,0.006,0.003,0.09,0.69,0.22,0,0,10.5124161
168.417,24.1,2.79,1.79,0.006,0.003,0.09,0.69,0.22,0,0,10.43291329
168.458,24.1,2.8,1.79,0.006,0.003,0.09,0.69,0.22,0,0,10.35768889
168.5,24.1,2.81,1.79,0.006,0.003,0.091,0.69,0.22,0,0,10.121788
168.542,24.1,2.82,1.8,0.006,0.003,0.091,0.7,0.22,0,0,9.762078588
168.583,24.1,2.84,1.8,0.006,0.003,0.091,0.7,0.22,0,0,9.552590754
168.625,24.1,2.85,1.81,0.006,0.003,0.091,0.7,0.22,0,0,9.528907418
168.667,24.1,2.86,1.81,0.006,0.003,0.091,0.7,0.22,0,0,9.549404931
168.708,24.1,2.87,1.81,0.006,0.003,0.091,0.71,0.22,0,0,9.611376417
168.75,24.1,2.88,1.82,0.006,0.003,0.092,0.71,0.22,0,0,9.719523494
168.792,24.1,2.9,1.82,0.006,0.003,0.092,0.71,0.22,0,0,9.876648157
168.833,24.1,2.91,1.83,0.006,0.003,0.092,0.71,0.22,0,0,9.993517543
168.875,24.1,2.92,1.83,0.006,0.003,0.092,0.72,0.23,0,0,10.08659468
168.917,24.1,2.93,1.83,0.006,0.003,0.092,0.72,0.23,0,0,10.15486277
168.958,24.1,2.94,1.84,0.006,0.003,0.093,0.72,0.23,0,0,10.22396105
169,24.1,2.96,1.84,0.006,0.003,0.093,0.73,0.23,0,0,10.29390313
169.042,24.1,2.97,1.85,0.006,0.003,0.093,0.73,0.23,0,0,10.33757611
169.083,24.1,2.98,1.85,0.006,0.003,0.093,0.73,0.23,0,0,10.38504999
169.125,24.1,2.99,1.85,0.006,0.003,0.093,0.73,0.23,0,0,10.4569923
169.167,24.1,3,1.86,0.006,0.003,0.093,0.74,0.23,0,0,10.47755476
169.208,24.1,3.02,1.86,0.006,0.003,0.094,0.74,0.23,0,0,10.52619356
169.25,24.1,3.03,1.87,0.006,0.003,0.094,0.74,0.23,0,0,10.55430329
169.292,24.1,3.04,1.87,0.006,0.003,0.094,0.74,0.23,0,0,10.5788825
169.333,24.1,3.05,1.87,0.006,0.003,0.094,0.75,0.24,0,0,10.55066352
169.375,24.1,3.06,1.88,0.006,0.003,0.094,0.75,0.24,0,0,10.4740783
169.417,24.1,3.08,1.88,0.006,0.003,0.094,0.75,0.24,0,0,10.32700961
169.458,24.1,3.09,1.89,0.006,0.003,0.095,0.75,0.24,0,0,10.27996713
169.5,24.1,3.1,1.89,0.006,0.003,0.095,0.76,0.24,0,0,10.18024785
169.542,24.1,3.11,1.89,0.006,0.003,0.095,0.76,0.24,0,0,9.969870004
169.583,24.11,3.12,1.9,0.006,0.003,0.095,0.76,0.24,0,0,9.925641063
169.625,24.11,3.13,1.9,0.006,0.003,0.094,0.76,0.24,0,0,9.900225997
169.667,24.12,3.12,1.9,0.006,0.003,0.094,0.76,0.24,0,0,9.966415862
169.708,24.12,3.12,1.9,0.006,0.003,0.094,0.76,0.24,0,0,10.11492502
169.75,24.13,3.11,1.89,0.006,0.003,0.094,0.77,0.24,0,0,10.20332898
169.792,24.14,3.11,1.89,0.006,0.003,0.093,0.77,0.24,0,0,10.25318066
169.833,24.14,3.1,1.89,0.006,0.003,0.093,0.77,0.24,0,0,10.3506749
169.875,24.15,3.09,1.89,0.006,0.003,0.093,0.77,0.24,0,0,10.40188773
169.917,24.15,3.09,1.89,0.006,0.003,0.093,0.77,0.24,0,0,10.44991607
169.958,24.16,3.08,1.88,0.006,0.003,0.092,0.77,0.24,0,0,10.49833996
170,24.17,3.08,1.88,0.006,0.003,0.092,0.77,0.24,0,0,10.54352395
170.042,24.17,3.07,1.88,0.006,0.003,0.092,0.77,0.24,0,0,10.58922011
170.083,24.18,3.07,1.88,0.006,0.003,0.091,0.78,0.24,0,0,10.63882444
170.125,24.18,3.06,1.88,0.006,0.003,0.091,0.78,0.24,0,0,10.66024179
170.167,24.19,3.06,1.88,0.006,0.003,0.091,0.78,0.25,0,0,10.71400648
170.208,24.2,3.05,1.87,0.006,0.003,0.091,0.78,0.25,0,0,10.73927623
170.25,24.2,3.04,1.87,0.006,0.003,0.09,0.78,0.25,0,0,10.76822311
170.292,24.21,3.04,1.87,0.006,0.003,0.09,0.78,0.25,0,0,10.76822311
170.333,24.21,3.03,1.87,0.006,0.003,0.09,0.78,0.25,0,0,10.7465458
170.375,24.22,3.03,1.87,0.006,0.003,0.089,0.78,0.25,0,0,10.72125955
170.417,24.22,3.02,1.87,0.006,0.003,0.089,0.78,0.25,0,0,10.61749437
170.458,24.23,3.02,1.86,0.006,0.003,0.089,0.79,0.25,0,0,10.5788825
170.5,24.24,3.01,1.86,0.006,0.003,0.089,0.79,0.25,0,0,10.50544772
170.542,24.24,3.01,1.86,0.006,0.003,0.088,0.79,0.25,0,0,10.46392977
170.583,24.25,3,1.86,0.006,0.004,0.088,0.79,0.25,0,0,10.46753725
170.625,24.25,2.99,1.86,0.006,0.004,0.088,0.79,0.25,0,0,10.4434349
170.667,24.26,2.99,1.85,0.006,0.004,0.088,0.79,0.25,0,0,10.42288448
170.708,24.27,2.98,1.85,0.006,0.004,0.087,0.79,0.25,0,0,10.42647603
170.75,24.27,2.98,1.85,0.006,0.004,0.087,0.79,0.25,0,0,10.48155091
170.792,24.28,2.97,1.85,0.006,0.004,0.087,0.8,0.25,0,0,10.55817995
170.833,24.28,2.97,1.85,0.006,0.004,0.086,0.8,0.25,0,0,10.60736436
170.875,24.29,2.96,1.85,0.006,0.004,0.086,0.8,0.25,0,0,10.63562473
170.917,24.3,2.96,1.84,0.006,0.004,0.086,0.8,0.25,0,0,10.68911104
170.958,24.3,2.95,1.84,0.006,0.004,0.086,0.8,0.25,0,0,10.71050052
171,24.31,2.94,1.84,0.006,0.004,0.085,0.8,0.25,0,0,10.73566684
171.042,24.31,2.94,1.84,0.006,0.004,0.085,0.8,0.25,0,0,10.78631449
171.083,24.32,2.93,1.84,0.006,0.004,0.085,0.8,0.25,0,0,10.81179695
171.125,24.33,2.93,1.83,0.006,0.004,0.084,0.81,0.25,0,0,10.83380618
171.167,24.33,2.92,1.83,0.006,0.004,0.084,0.81,0.25,0,0,10.85576262
171.208,24.34,2.92,1.83,0.006,0.004,0.084,0.81,0.25,0,0,10.88154965
171.25,24.34,2.91,1.83,0.006,0.004,0.084,0.81,0.25,0,0,10.9074449
171.292,24.35,2.91,1.83,0.006,0.004,0.083,0.81,0.25,0,0,10.9074449
171.333,24.36,2.9,1.83,0.006,0.004,0.083,0.81,0.26,0,0,10.83008322
171.375,24.36,2.89,1.82,0.006,0.004,0.083,0.81,0.26,0,0,10.77548146
171.417,24.37,2.89,1.82,0.006,0.004,0.083,0.81,0.26,0,0,10.77548146
171.458,24.37,2.88,1.82,0.006,0.004,0.082,0.81,0.26,0,0,10.67823448
171.5,24.38,2.88,1.82,0.006,0.004,0.082,0.82,0.26,0,0,10.55105636
171.542,24.39,2.87,1.82,0.006,0.004,0.082,0.82,0.26,0,0,10.40255465
171.583,24.39,2.87,1.82,0.006,0.004,0.081,0.82,0.26,0,0,10.26445675
171.625,24.4,2.86,1.81,0.006,0.004,0.081,0.82,0.26,0,0,10.31822273
171.667,24.4,2.86,1.81,0.006,0.004,0.081,0.82,0.26,0,0,10.34177993
171.708,24.41,2.85,1.81,0.006,0.004,0.081,0.82,0.26,0,0,10.34177993
171.75,24.42,2.85,1.81,0.006,0.004,0.08,0.82,0.26,0,0,10.44042777
171.792,24.42,2.84,1.81,0.006,0.004,0.08,0.82,0.26,0,0,10.51649088
171.833,24.43,2.83,1.8,0.006,0.004,0.08,0.83,0.26,0,0,10.59336073
171.875,24.43,2.83,1.8,0.006,0.004,0.08,0.83,0.26,0,0,10.6463118
171.917,24.44,2.82,1.8,0.007,0.004,0.079,0.83,0.26,0,0,10.67119116
171.958,24.45,2.82,1.8,0.007,0.004,0.079,0.83,0.26,0,0,10.72126009
172,24.45,2.81,1.8,0.007,0.004,0.079,0.83,0.26,0,0,10.74645078
172.042,24.46,2.81,1.8,0.007,0.004,0.078,0.83,0.26,0,0,10.77174639
172.083,24.46,2.8,1.79,0.007,0.004,0.078,0.83,0.26,0,0,10.82265465
172.125,24.47,2.8,1.79,0.007,0.004,0.078,0.83,0.26,0,0,10.84468869
172.167,24.47,2.79,1.79,0.007,0.004,0.078,0.83,0.26,0,0,10.84468869
172.208,24.48,2.78,1.79,0.007,0.004,0.077,0.84,0.26,0,0,10.87398949
172.25,24.49,2.78,1.79,0.007,0.004,0.077,0.84,0.26,0,0,10.87772097
172.292,24.49,2.77,1.78,0.007,0.004,0.077,0.84,0.26,0,0,10.88130893
172.333,24.5,2.77,1.78,0.007,0.004,0.076,0.84,0.26,0,0,10.85929413
172.375,24.5,2.76,1.78,0.007,0.004,0.076,0.84,0.26,0,0,10.75368736
172.417,24.51,2.76,1.78,0.007,0.004,0.076,0.84,0.26,0,0,10.69984633
172.458,24.52,2.75,1.78,0.007,0.004,0.076,0.84,0.26,0,0,10.60050024
172.5,24.52,2.75,1.78,0.007,0.004,0.075,0.84,0.27,0,0,10.45092609
172.542,24.53,2.74,1.77,0.007,0.004,0.075,0.85,0.27,0,0,10.42695083
172.583,24.53,2.73,1.77,0.007,0.005,0.075,0.85,0.27,0,0,10.42695083
172.625,24.54,2.73,1.77,0.007,0.005,0.075,0.85,0.27,0,0,10.37929303
172.667,24.55,2.72,1.77,0.007,0.005,0.074,0.85,0.27,0,0,10.45092609
172.708,24.55,2.72,1.77,0.007,0.005,0.074,0.85,0.27,0,0,10.49570329
172.75,24.56,2.71,1.77,0.007,0.005,0.074,0.85,0.27,0,0,10.54781536
172.792,24.56,2.71,1.76,0.007,0.005,0.073,0.85,0.27,0,0,10.57228743
172.833,24.57,2.7,1.76,0.007,0.005,0.073,0.85,0.27,0,0,10.59686049
172.875,24.58,2.7,1.76,0.007,0.005,0.073,0.86,0.27,0,0,10.65348338
172.917,24.58,2.69,1.76,0.007,0.005,0.073,0.86,0.27,0,0,10.69984633
172.958,24.59,2.68,1.76,0.007,0.005,0.072,0.86,0.27,0,0,10.75014002
173,24.59,2.68,1.75,0.007,0.005,0.072,0.86,0.27,0,0,10.80085351
173.042,24.6,2.67,1.75,0.007,0.005,0.072,0.86,0.27,0,0,10.84826846
173.083,24.61,2.67,1.75,0.007,0.005,0.071,0.86,0.27,0,0,10.89981833
173.125,24.61,2.66,1.75,0.007,0.005,0.071,0.86,0.27,0,0,10.92215112
173.167,24.62,2.66,1.75,0.007,0.005,0.071,0.86,0.27,0,0,10.94818905
173.208,24.62,2.65,1.75,0.007,0.005,0.071,0.86,0.27,0,0,10.97795764
173.25,24.63,2.65,1.74,0.007,0.005,0.07,0.87,0.27,0,0,11.00059418
173.292,24.64,2.64,1.74,0.007,0.005,0.07,0.87,0.27,0,0,10.99319004
173.333,24.64,2.63,1.74,0.007,0.005,0.07,0.87,0.27,0,0,10.95956243
173.375,24.65,2.63,1.74,0.007,0.005,0.07,0.87,0.27,0,0,10.82292366
173.417,24.65,2.62,1.74,0.007,0.005,0.069,0.87,0.27,0,0,10.6390577
173.458,24.66,2.62,1.73,0.007,0.005,0.069,0.87,0.27,0,0,10.48464671
173.5,24.67,2.61,1.73,0.007,0.005,0.069,0.87,0.27,0,0,10.30700063
173.542,24.67,2.61,1.73,0.007,0.005,0.068,0.87,0.27,0,0,10.04704038
173.583,24.68,2.6,1.73,0.007,0.005,0.068,0.88,0.27,0,0,9.863239882
173.625,24.68,2.6,1.73,0.007,0.005,0.068,0.88,0.27,0,0,9.791645428
173.667,24.69,2.59,1.73,0.007,0.005,0.068,0.88,0.28,0,0,9.849963033
173.708,24.7,2.58,1.72,0.007,0.005,0.067,0.88,0.28,0,0,9.890193268
173.75,24.7,2.58,1.72,0.007,0.005,0.067,0.88,0.28,0,0,9.93418937
173.792,24.71,2.57,1.72,0.007,0.005,0.067,0.88,0.28,0,0,10.02324096
173.833,24.71,2.57,1.72,0.007,0.005,0.066,0.88,0.28,0,0,10.14009566
173.875,24.72,2.56,1.72,0.007,0.005,0.066,0.88,0.28,0,0,10.21262828
173.917,24.72,2.56,1.72,0.007,0.005,0.066,0.88,0.28,0,0,10.25919971
173.958,24.73,2.55,1.71,0.007,0.005,0.066,0.89,0.28,0,0,10.2991524
174,24.74,2.55,1.71,0.007,0.005,0.065,0.89,0.28,0,0,10.34301105
174.042,24.74,2.54,1.71,0.007,0.005,0.065,0.89,0.28,0,0,10.36320931
174.083,24.75,2.54,1.71,0.007,0.005,0.065,0.89,0.28,0,0,10.40759729
174.125,24.75,2.53,1.71,0.007,0.005,0.065,0.89,0.28,0,0,10.42818897
174.167,24.76,2.52,1.7,0.007,0.005,0.064,0.89,0.28,0,0,10.47297569
174.208,24.77,2.52,1.7,0.007,0.005,0.064,0.89,0.28,0,0,10.49382678
174.25,24.77,2.51,1.7,0.007,0.005,0.064,0.89,0.28,0,0,10.48318734
174.292,24.78,2.51,1.7,0.007,0.005,0.063,0.9,0.28,0,0,10.4760477
174.333,24.78,2.5,1.7,0.007,0.005,0.063,0.9,0.28,0,0,10.43464854
174.375,24.79,2.5,1.7,0.007,0.005,0.063,0.9,0.28,0,0,10.43464854
174.417,24.8,2.49,1.69,0.007,0.005,0.063,0.9,0.28,0,0,10.37943086
174.458,24.8,2.49,1.69,0.007,0.005,0.062,0.9,0.28,0,0,10.253867
174.5,24.81,2.48,1.69,0.007,0.005,0.062,0.9,0.28,0,0,10.15046076
174.542,24.81,2.47,1.69,0.007,0.005,0.062,0.9,0.28,0,0,10.17356365
174.583,24.82,2.47,1.69,0.007,0.006,0.062,0.9,0.28,0,0,10.19320805
174.625,24.83,2.46,1.68,0.007,0.006,0.061,0.91,0.28,0,0,10.21649141
174.667,24.83,2.46,1.68,0.007,0.006,0.061,0.91,0.28,0,0,10.23986963
174.708,24.84,2.45,1.68,0.007,0.006,0.061,0.91,0.28,0,0,10.25646668
174.75,24.84,2.45,1.68,0.007,0.006,0.06,0.91,0.28,0,0,10.25289086
174.792,24.85,2.44,1.68,0.007,0.006,0.06,0.91,0.28,0,0,10.27643733
174.833,24.86,2.44,1.68,0.007,0.006,0.06,0.91,0.29,0,0,10.30367173
174.875,24.86,2.43,1.67,0.007,0.006,0.06,0.91,0.29,0,0,10.35126431
174.917,24.87,2.42,1.67,0.007,0.006,0.059,0.91,0.29,0,0,10.37159168
174.958,24.87,2.42,1.67,0.007,0.006,0.059,0.91,0.29,0,0,10.39924866
175,24.88,2.41,1.67,0.007,0.006,0.059,0.92,0.29,0,0,10.42688111
175.042,24.89,2.41,1.67,0.007,0.006,0.058,0.92,0.29,0,0,10.42688111
175.083,24.89,2.4,1.67,0.007,0.006,0.058,0.92,0.29,0,0,10.4511289
175.125,24.9,2.4,1.66,0.007,0.006,0.058,0.92,0.29,0,0,10.47898451
175.167,24.9,2.39,1.66,0.007,0.006,0.058,0.92,0.29,0,0,10.50344099
175.208,24.91,2.39,1.66,0.007,0.006,0.057,0.92,0.29,0,0,10.50344099
175.25,24.92,2.38,1.66,0.007,0.006,0.057,0.92,0.29,0,0,10.53166314
175.292,24.92,2.37,1.66,0.007,0.006,0.057,0.92,0.29,0,0,10.53166314
175.333,24.93,2.37,1.65,0.007,0.006,0.057,0.93,0.29,0,0,10.53518661
175.375,24.93,2.36,1.65,0.007,0.006,0.056,0.93,0.29,0,0,10.51061273
175.417,24.94,2.36,1.65,0.007,0.006,0.056,0.93,0.29,0,0,10.51061273
175.458,24.95,2.35,1.65,0.007,0.006,0.056,0.93,0.29,0,0,10.43400484
175.5,24.95,2.35,1.65,0.007,0.006,0.055,0.93,0.29,0,0,10.40984077
175.542,24.96,2.34,1.65,0.007,0.006,0.055,0.93,0.29,0,0,10.36180943
175.583,24.96,2.34,1.64,0.007,0.006,0.055,0.93,0.29,0,0,10.29049643
175.625,24.97,2.33,1.64,0.007,0.006,0.055,0.93,0.29,0,0,10.28691274
175.667,24.97,2.32,1.64,0.007,0.006,0.054,0.93,0.29,0,0,10.28691274
175.708,24.98,2.32,1.64,0.007,0.006,0.054,0.94,0.29,0,0,10.31417027
175.75,24.99,2.31,1.64,0.007,0.006,0.054,0.94,0.29,0,0,10.31417027
175.792,24.99,2.31,1.63,0.007,0.006,0.053,0.94,0.29,0,0,10.36527822
175.833,25,2.3,1.63,0.007,0.006,0.053,0.94,0.29,0,0,10.38925231
175.875,25,2.3,1.63,0.007,0.006,0.053,0.94,0.29,0,0,10.41694862
175.917,25.01,2.29,1.63,0.007,0.006,0.053,0.94,0.29,0,0,10.44112856
175.958,25.02,2.29,1.63,0.007,0.006,0.052,0.94,0.29,0,0,10.4617684
176,25.02,2.28,1.63,0.007,0.006,0.052,0.94,0.3,0,0,10.4826325
176.042,25.03,2.28,1.62,0.007,0.006,0.052,0.95,0.3,0,0,10.50709717
176.083,25.03,2.27,1.62,0.007,0.006,0.052,0.95,0.3,0,0,10.51061273
176.125,25.04,2.26,1.62,0.007,0.006,0.051,0.95,0.3,0,0,10.53518661
176.167,25.05,2.26,1.62,0.007,0.006,0.051,0.95,0.3,0,0,10.55986238
176.208,25.05,2.25,1.62,0.007,0.006,0.051,0.95,0.3,0,0,10.56353506
176.25,25.06,2.25,1.62,0.007,0.006,0.05,0.95,0.3,0,0,10.58832157
176.292,25.06,2.24,1.61,0.007,0.006,0.05,0.95,0.3,0,0,10.56706648
176.333,25.07,2.24,1.61,0.007,0.006,0.05,0.95,0.3,0,0,10.57427056
176.375,25.08,2.23,1.61,0.007,0.006,0.05,0.96,0.3,0,0,10.54956236
176.417,25.08,2.23,1.61,0.007,0.006,0.049,0.96,0.3,0,0,10.45174429
176.458,25.09,2.22,1.61,0.007,0.006,0.049,0.96,0.3,0,0,10.33516732
176.5,25.09,2.21,1.6,0.007,0.006,0.049,0.96,0.3,0,0,10.26429639
176.542,25.1,2.21,1.6,0.007,0.006,0.049,0.96,0.3,0,0,10.19428598
176.583,25.11,2.2,1.6,0.008,0.007,0.048,0.96,0.3,0,0,10.15839969
176.625,25.11,2.2,1.6,0.008,0.007,0.048,0.96,0.3,0,0,10.21159998
176.667,25.12,2.19,1.6,0.008,0.007,0.048,0.96,0.3,0,0,10.21514457
176.708,25.12,2.19,1.6,0.008,0.007,0.047,0.96,0.3,0,0,10.26523784
176.75,25.13,2.18,1.59,0.008,0.007,0.047,0.97,0.3,0,0,10.29215377
176.792,25.14,2.18,1.59,0.008,0.007,0.047,0.97,0.3,0,0,10.33942739
176.833,25.14,2.17,1.59,0.008,0.007,0.047,0.97,0.3,0,0,10.3941493
176.875,25.15,2.16,1.59,0.008,0.007,0.046,0.97,0.3,0,0,10.44584945
176.917,25.15,2.16,1.59,0.008,0.007,0.046,0.97,0.3,0,0,10.49783869
176.958,25.16,2.15,1.58,0.008,0.007,0.046,0.97,0.3,0,0,10.52224521
177,25.17,2.15,1.58,0.008,0.007,0.045,0.97,0.3,0,0,10.54675256
