$ 2013 N,orth San,"tiam, ps",t,no continuous usgs wq data 2013,,,,,,,
#,,,,,,,,,,,
#   JDAY,TDS,BIGSED,PTSED,PO4,NH4,NOx,RDOM,RPOM,ALG-BG,ALG-OTH,DO
227,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.900518276
227.042,24.8,1.68,1.52,0.006,0.006,0,0.11,0.08,0,0,9.96658308
227.083,24.8,1.68,1.52,0.006,0.006,0,0.11,0.08,0,0,10.03691056
227.125,24.8,1.68,1.52,0.006,0.006,0,0.11,0.08,0,0,10.10459922
227.167,24.8,1.68,1.52,0.006,0.006,0,0.11,0.08,0,0,10.16959521
227.208,24.8,1.68,1.52,0.006,0.006,0,0.11,0.08,0,0,10.24245235
227.25,24.8,1.68,1.52,0.006,0.006,0,0.11,0.08,0,0,10.29256693
227.292,24.8,1.68,1.52,0.006,0.006,0,0.11,0.08,0,0,10.33966223
227.333,24.8,1.68,1.52,0.006,0.006,0,0.11,0.08,0,0,10.336232
227.375,24.8,1.68,1.52,0.006,0.006,0,0.11,0.08,0,0,10.2821846
227.417,24.8,1.68,1.52,0.006,0.006,0,0.11,0.08,0,0,10.18231644
227.458,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,10.04240482
227.5,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,9.990832886
227.542,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,9.924368555
227.583,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,9.840252558
227.625,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,9.778976252
227.667,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,9.715049301
227.708,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,9.672847255
227.75,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,9.672847255
227.792,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,9.67607212
227.833,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,9.703730847
227.875,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,9.770720406
227.917,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,9.835234913
227.958,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,9.900518276
228,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,9.944473866
228.042,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,9.970029437
228.083,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,10.01106673
228.125,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,10.05590721
228.167,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,10.10110842
228.208,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,10.14667429
228.25,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,10.19951549
228.292,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,10.22263724
228.333,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,10.22603023
228.375,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,10.17648698
228.417,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,10.10459922
228.458,24.8,1.68,1.52,0.006,0.006,0,0.11,0.09,0,0,10.01106673
228.5,24.8,1.68,1.52,0.006,0.006,0,0.12,0.09,0,0,9.89722543
228.542,24.8,1.68,1.52,0.006,0.006,0,0.12,0.09,0,0,9.788882086
228.583,24.8,1.68,1.52,0.006,0.006,0,0.12,0.09,0,0,9.685875698
228.625,24.8,1.68,1.52,0.006,0.006,0,0.12,0.09,0,0,9.581667273
228.667,24.8,1.68,1.52,0.006,0.006,0,0.12,0.09,0,0,9.561067514
228.708,24.8,1.68,1.52,0.006,0.006,0,0.12,0.09,0,0,9.561067514
228.75,24.8,1.68,1.52,0.006,0.006,0,0.12,0.09,0,0,9.605673484
228.792,24.8,1.68,1.52,0.006,0.006,0,0.12,0.09,0,0,9.653711915
228.833,24.8,1.68,1.52,0.006,0.006,0,0.12,0.09,0,0,9.723378524
228.875,24.8,1.68,1.52,0.006,0.006,0,0.12,0.09,0,0,9.74794968
228.917,24.8,1.68,1.52,0.006,0.006,0,0.12,0.09,0,0,9.79062084
228.958,24.8,1.68,1.52,0.006,0.006,0,0.12,0.09,0,0,9.815341015
229,24.8,1.68,1.52,0.006,0.006,0,0.12,0.09,0,0,9.880256548
229.042,24.8,1.68,1.52,0.006,0.006,0,0.12,0.09,0,0,9.945946971
229.083,24.8,1.68,1.52,0.006,0.006,0,0.12,0.09,0,0,10.01242497
229.125,24.8,1.68,1.52,0.006,0.006,0,0.12,0.09,0,0,10.0830456
229.167,24.8,1.68,1.52,0.006,0.006,0,0.12,0.09,0,0,10.12836345
229.208,24.8,1.68,1.52,0.006,0.006,0,0.12,0.09,0,0,10.17755282
229.25,24.8,1.68,1.52,0.006,0.006,0,0.12,0.09,0,0,10.22362117
229.292,24.8,1.68,1.52,0.006,0.006,0,0.12,0.1,0,0,10.27346369
229.333,24.8,1.68,1.52,0.006,0.006,0,0.12,0.1,0,0,10.27346369
229.375,24.8,1.68,1.52,0.006,0.006,0,0.12,0.1,0,0,10.20054052
229.417,24.8,1.68,1.52,0.006,0.006,0,0.12,0.1,0,0,10.10230974
229.458,24.8,1.68,1.52,0.006,0.006,0,0.12,0.1,0,0,10.00910413
229.5,24.8,1.68,1.52,0.006,0.006,0,0.12,0.1,0,0,9.888660132
229.542,24.8,1.68,1.52,0.006,0.006,0,0.12,0.1,0,0,9.805435222
229.583,24.8,1.68,1.52,0.006,0.006,0,0.12,0.1,0,0,9.741343712
229.625,24.8,1.68,1.52,0.006,0.006,0,0.12,0.1,0,0,9.650500318
229.667,24.8,1.68,1.52,0.006,0.006,0,0.12,0.1,0,0,9.591370705
229.708,24.8,1.68,1.52,0.006,0.006,0,0.12,0.1,0,0,9.570751169
229.75,24.8,1.68,1.52,0.006,0.006,0,0.12,0.1,0,0,9.574063995
229.792,24.8,1.68,1.52,0.006,0.006,0,0.12,0.1,0,0,9.618595216
229.833,24.8,1.68,1.52,0.006,0.006,0,0.12,0.1,0,0,9.687784927
229.875,24.8,1.68,1.52,0.006,0.006,0,0.12,0.1,0,0,9.779107999
229.917,24.8,1.68,1.52,0.006,0.006,0,0.12,0.1,0,0,9.865207711
229.958,24.8,1.68,1.52,0.006,0.006,0,0.12,0.1,0,0,9.908769876
230,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,9.955978324
230.042,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,10.0036976
230.083,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,10.07412943
230.125,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,10.1193243
230.167,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,10.18780068
230.208,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,10.26050288
230.25,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,10.31073734
230.292,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,10.35782371
230.333,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,10.35782371
230.375,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,10.28380077
230.417,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,10.18442967
230.458,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,10.0448784
230.5,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,9.927256117
230.542,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,9.836894202
230.583,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,9.74794968
230.625,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,9.684566722
230.667,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,9.618595216
230.708,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,9.577249403
230.75,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,9.556696364
230.792,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,9.577249403
230.833,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,9.645927063
230.875,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,9.715415333
230.917,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,9.803757694
230.958,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,9.846820688
231,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,9.915473109
231.042,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,9.981509798
231.083,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,10.02929481
231.125,24.8,1.68,1.52,0.006,0.006,0,0.13,0.1,0,0,10.11597498
231.167,24.8,1.68,1.52,0.006,0.006,0,0.13,0.11,0,0,10.18442967
231.208,24.8,1.68,1.52,0.006,0.006,0,0.13,0.11,0,0,10.23391345
231.25,24.8,1.68,1.52,0.006,0.006,0,0.13,0.11,0,0,10.30719326
231.292,24.8,1.68,1.52,0.006,0.006,0,0.13,0.11,0,0,10.35426411
231.333,24.8,1.68,1.52,0.006,0.006,0,0.13,0.11,0,0,10.35426411
231.375,24.8,1.68,1.52,0.006,0.006,0,0.13,0.11,0,0,10.28040042
231.417,24.8,1.68,1.52,0.006,0.006,0,0.13,0.11,0,0,10.1615196
231.458,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,10.04155049
231.5,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.927256117
231.542,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.836894202
231.583,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.74794968
231.625,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.681219787
231.667,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.63618385
231.708,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.594690296
231.75,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.570751169
231.792,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.61539677
231.833,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.660263567
231.875,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.751187897
231.917,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.840159495
231.958,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.886945715
232,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.955978324
232.042,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,10.00025126
232.083,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,10.0898636
232.125,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,10.15802131
232.167,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,10.22700679
232.208,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,10.30037772
232.25,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,10.35084141
232.292,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,10.3982818
232.333,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,10.3982818
232.375,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,10.3438591
232.417,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,10.24326658
232.458,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,10.1216504
232.5,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.998875925
232.542,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.903942833
232.583,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.831962765
232.625,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.760835199
232.667,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.693906985
232.708,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.651869666
232.75,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.634185382
232.792,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.679296983
232.833,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.728131756
232.875,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.817041182
232.917,24.8,1.68,1.52,0.006,0.006,0,0.14,0.11,0,0,9.907235675
232.958,24.8,1.68,1.52,0.006,0.006,0,0.15,0.11,0,0,9.97334324
233,24.8,1.68,1.52,0.006,0.006,0,0.15,0.11,0,0,10.02118362
233.042,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.08864447
233.083,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.15355118
233.125,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.22263724
233.167,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.29598216
233.208,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.36679187
233.25,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.44207247
233.292,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.46617053
233.333,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.46617053
233.375,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.43501284
233.417,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.35634103
233.458,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.25525865
233.5,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.20200784
233.542,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.08070064
233.583,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.00636157
233.625,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,9.910876797
233.667,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,9.863770022
233.708,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,9.820316049
233.75,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,9.798717643
233.792,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,9.805392859
233.833,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,9.833563342
233.875,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,9.880497748
233.917,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,9.927675354
233.958,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,9.971910586
234,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.02330361
234.042,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.08754799
234.083,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.12954945
234.125,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.19508611
234.167,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.24149113
234.208,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.29169688
234.25,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.34245239
234.292,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.36964038
234.333,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.39348779
234.375,24.8,1.68,1.52,0.006,0.006,0,0.15,0.12,0,0,10.38644372
234.417,24.8,1.68,1.52,0.006,0.006,0,0.16,0.12,0,0,10.38299074
234.458,24.8,1.68,1.52,0.006,0.006,0,0.16,0.12,0,0,10.3354393
234.5,24.8,1.68,1.52,0.006,0.006,0,0.16,0.12,0,0,10.26128327
234.542,24.8,1.68,1.52,0.006,0.006,0,0.16,0.12,0,0,10.168503
234.583,24.8,1.68,1.52,0.006,0.006,0,0.16,0.12,0,0,10.1193015
234.625,24.8,1.68,1.52,0.006,0.006,0,0.16,0.12,0,0,10.12617842
234.667,24.8,1.68,1.52,0.006,0.006,0,0.16,0.12,0,0,10.13305533
234.708,24.8,1.68,1.52,0.006,0.006,0,0.16,0.12,0,0,10.12617842
234.75,24.8,1.68,1.52,0.006,0.006,0,0.16,0.12,0,0,10.12267254
234.792,24.8,1.68,1.52,0.006,0.006,0,0.16,0.12,0,0,10.12617842
234.833,24.8,1.68,1.52,0.006,0.006,0,0.16,0.12,0,0,10.13305533
234.875,24.8,1.68,1.52,0.006,0.006,0,0.16,0.12,0,0,10.13642636
234.917,24.8,1.68,1.52,0.006,0.006,0,0.16,0.13,0,0,10.13305533
234.958,24.8,1.68,1.52,0.006,0.006,0,0.16,0.13,0,0,10.12617842
235,24.8,1.68,1.52,0.006,0.006,0,0.16,0.13,0,0,10.14905501
235.042,24.8,1.68,1.52,0.006,0.006,0,0.16,0.13,0,0,10.17540973
235.083,24.8,1.68,1.52,0.006,0.006,0,0.16,0.13,0,0,10.19847912
235.125,24.8,1.68,1.52,0.006,0.006,0,0.16,0.13,0,0,10.21824163
235.167,24.8,1.68,1.52,0.006,0.006,0,0.16,0.13,0,0,10.23794702
235.208,24.8,1.68,1.52,0.006,0.006,0,0.16,0.13,0,0,10.26128327
235.25,24.8,1.68,1.52,0.006,0.006,0,0.16,0.13,0,0,10.28471451
235.292,24.8,1.68,1.52,0.006,0.006,0,0.16,0.13,0,0,10.28827415
235.333,24.8,1.68,1.52,0.006,0.006,0,0.16,0.13,0,0,10.29169688
235.375,24.8,1.68,1.52,0.006,0.006,0,0.16,0.13,0,0,10.24149113
235.417,24.8,1.68,1.52,0.006,0.006,0,0.16,0.13,0,0,10.12617842
235.458,24.8,1.68,1.52,0.006,0.006,0,0.16,0.13,0,0,10.00636157
235.5,24.8,1.68,1.52,0.006,0.006,0,0.16,0.13,0,0,9.942988736
235.542,24.8,1.68,1.52,0.006,0.006,0,0.16,0.13,0,0,9.870487461
235.583,24.8,1.68,1.52,0.006,0.006,0,0.16,0.13,0,0,9.823595084
235.625,24.8,1.68,1.52,0.006,0.006,0,0.16,0.13,0,0,9.759034196
235.667,24.8,1.68,1.52,0.006,0.006,0,0.16,0.13,0,0,9.691993027
235.708,24.8,1.68,1.52,0.006,0.006,0,0.16,0.13,0,0,9.691993027
235.75,24.8,1.68,1.52,0.006,0.006,0,0.16,0.13,0,0,9.716415453
235.792,24.8,1.68,1.52,0.006,0.006,0,0.16,0.13,0,0,9.780469665
235.833,24.8,1.68,1.52,0.006,0.006,0,0.16,0.13,0,0,9.851989256
235.875,24.8,1.68,1.52,0.006,0.006,0,0.17,0.13,0,0,9.898957787
235.917,24.8,1.68,1.52,0.006,0.006,0,0.17,0.13,0,0,9.917622679
235.958,24.8,1.68,1.52,0.006,0.006,0,0.17,0.13,0,0,9.987371827
236,24.8,1.68,1.52,0.006,0.006,0,0.17,0.13,0,0,10.0321109
236.042,24.8,1.68,1.52,0.006,0.006,0,0.17,0.13,0,0,10.05461514
236.083,24.8,1.68,1.52,0.006,0.006,0,0.17,0.13,0,0,10.07720983
236.125,24.8,1.68,1.52,0.006,0.006,0,0.17,0.13,0,0,10.12267254
236.167,24.8,1.68,1.52,0.006,0.006,0,0.17,0.13,0,0,10.16511735
236.208,24.8,1.68,1.52,0.006,0.006,0,0.17,0.13,0,0,10.21130483
236.25,24.8,1.68,1.52,0.006,0.006,0,0.17,0.13,0,0,10.23794702
236.292,24.8,1.68,1.52,0.006,0.006,0,0.17,0.13,0,0,10.26128327
236.333,24.8,1.68,1.52,0.006,0.006,0,0.17,0.13,0,0,10.28471451
236.375,24.8,1.68,1.52,0.006,0.006,0,0.17,0.13,0,0,10.23453921
236.417,24.8,1.68,1.52,0.006,0.006,0,0.17,0.13,0,0,10.13878489
236.458,24.8,1.68,1.52,0.006,0.006,0,0.17,0.13,0,0,10.04108374
236.5,24.8,1.68,1.52,0.006,0.006,0,0.17,0.13,0,0,9.922840687
236.542,24.8,1.68,1.52,0.006,0.006,0,0.17,0.13,0,0,9.81034777
236.583,24.8,1.68,1.52,0.006,0.006,0,0.17,0.13,0,0,9.749128314
236.625,24.8,1.68,1.52,0.006,0.006,0,0.17,0.13,0,0,9.749128314
236.667,24.8,1.68,1.52,0.006,0.006,0,0.17,0.13,0,0,9.749128314
236.708,24.8,1.68,1.52,0.006,0.006,0,0.17,0.13,0,0,9.709795706
236.75,24.8,1.68,1.52,0.006,0.006,0,0.17,0.14,0,0,9.731049416
236.792,24.8,1.68,1.52,0.006,0.006,0,0.17,0.14,0,0,9.755775684
236.833,24.8,1.68,1.52,0.006,0.006,0,0.17,0.14,0,0,9.830284311
236.875,24.8,1.68,1.52,0.006,0.006,0,0.17,0.14,0,0,9.877073178
236.917,24.8,1.68,1.52,0.006,0.006,0,0.17,0.14,0,0,9.920929482
236.958,24.8,1.68,1.52,0.006,0.006,0,0.17,0.14,0,0,9.987371827
237,24.8,1.68,1.52,0.006,0.006,0,0.17,0.14,0,0,10.0321109
237.042,24.8,1.68,1.52,0.006,0.006,0,0.17,0.14,0,0,10.08070064
237.083,24.8,1.68,1.52,0.006,0.006,0,0.17,0.14,0,0,10.12267254
237.125,24.8,1.68,1.52,0.006,0.006,0,0.17,0.14,0,0,10.16511735
237.167,24.8,1.68,1.52,0.006,0.006,0,0.17,0.14,0,0,10.23794702
237.208,24.8,1.68,1.52,0.006,0.006,0,0.17,0.14,0,0,10.28471451
237.25,24.8,1.68,1.52,0.006,0.006,0,0.17,0.14,0,0,10.3118087
237.292,24.8,1.68,1.52,0.006,0.006,0,0.17,0.14,0,0,10.33186399
237.333,24.8,1.68,1.52,0.006,0.006,0,0.17,0.14,0,0,10.35558329
237.375,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.38644372
237.417,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.38644372
237.458,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.39003482
237.5,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.35558329
237.542,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.23794702
237.583,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.18816438
237.625,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.19155739
237.667,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.18816438
237.708,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.17202408
237.75,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.14554155
237.792,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.14905501
237.833,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.17540973
237.875,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.20200784
237.917,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.22517842
237.958,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.24489894
238,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.26825039
238.042,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.29169688
238.083,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.3354393
238.125,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.33887709
238.167,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.36261184
238.208,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.38644372
238.25,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.41397231
238.292,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.43800804
238.333,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.43800804
238.375,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.39003482
238.417,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.3188064
238.458,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.22517842
238.5,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.1102559
238.542,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.08405719
238.583,24.8,1.68,1.52,0.006,0.006,0,0.18,0.14,0,0,10.03892895
238.625,24.8,1.68,1.52,0.006,0.006,0,0.18,0.15,0,0,10.03892895
238.667,24.8,1.68,1.52,0.006,0.006,0,0.18,0.15,0,0,9.971910586
238.708,24.8,1.68,1.52,0.006,0.006,0,0.18,0.15,0,0,9.971910586
238.75,24.8,1.68,1.52,0.006,0.006,0,0.18,0.15,0,0,9.971910586
238.792,24.8,1.68,1.52,0.006,0.006,0,0.18,0.15,0,0,9.997621879
238.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,10.03010709
238.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,10.07511314
238.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,10.09775188
238.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,10.14667429
239,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,10.17310866
239.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,10.21571554
239.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,10.28915169
239.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,10.33266456
239.167,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,10.40398482
239.208,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,10.44855164
239.25,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,10.50045065
239.292,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,10.54578196
239.333,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,10.51420149
239.375,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,10.43093272
239.417,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,10.3249884
239.458,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,10.19743122
239.5,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,10.09529964
239.542,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,9.998154203
239.583,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,9.950231889
239.625,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,9.946903927
239.667,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,9.969142305
239.708,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,9.975812441
239.75,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,9.906006413
239.792,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,9.890771378
239.833,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,9.941624256
239.875,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,9.986084437
239.917,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,10.0376004
239.958,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,10.06364935
240,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,10.08630578
240.042,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,10.10905353
240.083,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,10.15130387
240.125,24.8,1.68,1.52,0.006,0.006,0,0.19,0.15,0,0,10.1743209
