$2013 B,reitenbu,"sh, pst",,no continuous usgs wq data 2013,,,,,,,
#,,,,,,,,,,,
#   JDAY,TDS,BIGSED,PTSED,PO4,NH4,NOx,RDOM,RPOM,ALG-BG,ALG-OTH,DO
14.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.78824368
14.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.78377024
14.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.78824368
14.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.67389059
14.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.73638846
14.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.65578773
14.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.62266995
14.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.51489458
14.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.47783551
14.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.3676683
14.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.33578332
14.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.29954777
14.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.26778421
14.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.23186516
14.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.19610879
14.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.20039352
15,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.20039352
15.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.20913436
15.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.21359047
15.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.21359047
15.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.25368941
15.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.25368941
15.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.25368941
15.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.29397411
15.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.30724133
15.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.35206726
15.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.35206726
15.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.34774824
15.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.37978206
15.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.41178493
15.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.37094769
15.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.33893742
15.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.34342921
15.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.31154886
15.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.31585639
15.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.31585639
15.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.27980968
15.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.24392624
15.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.24392624
15.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.21264947
16,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.21264947
16.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.17707813
16.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.14166745
16.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.1459183
16.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.14166745
16.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.10200725
16.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.13299569
16.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.17264556
16.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.17707813
16.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.21264947
16.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.23964153
16.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.23090073
16.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.25368941
16.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.27657162
16.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.23186516
16.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.19182405
16.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.19610879
16.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.19610879
16.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.16051419
16.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.16478759
16.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.16478759
16.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.1337752
16.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.1293426
16.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.12508049
17,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.16051419
17.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.16051419
17.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.19182405
17.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.15179645
17.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.18308319
17.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.17862706
17.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.25020935
17.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.25020935
17.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.2907369
17.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.32694889
17.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.32244506
17.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.31378384
17.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.29611492
17.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.24236327
17.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.19782911
17.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.15762783
17.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.12206821
17.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.12652438
17.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.09538728
17.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.02502293
17.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.06438765
17.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.06882029
17.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.03369482
17.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.06882029
18,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.06882029
18.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.06882029
18.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.09966072
18.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.09966072
18.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.09538728
18.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.12652438
18.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.12652438
18.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.16209584
18.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.166392
18.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.20644431
18.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.20644431
18.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.19782911
18.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.14886365
18.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.10475768
18.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.06496032
18.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.02977886
18.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.99917723
18.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.00342817
18.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.97718984
18.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.9814296
18.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.95106331
18.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.9900787
18.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.9900787
18.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.9900787
19,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.92066178
19.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.9900787
19.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.06438765
19.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.06882029
19.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.09966072
19.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.13509392
19.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.13955008
19.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.17515616
19.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.21092421
19.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.2152318
19.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.24685513
19.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.23804418
19.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.22491413
19.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.17594646
19.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.09601671
19.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.05624246
19.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.99050529
19.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.99475624
19.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.99917723
19.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.97278049
19.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.9814296
19.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.98583894
19.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.9900787
19.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.99431845
20,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.99431845
20.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.02927386
20.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.02927386
20.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.06882029
20.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.09966072
20.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.09538728
20.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.13080915
20.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.13080915
20.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.166392
20.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.166392
20.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.20644431
20.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.19782911
20.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.18456169
20.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.1315071
20.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.08727572
20.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.01255964
20.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.97316139
20.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.97758239
20.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.94700268
20.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.91655761
20.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.92518405
20.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.92958184
20.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.93381048
20.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.93381048
21,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.97278049
21.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.96854072
21.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.00767911
21.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.00767911
21.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.0384737
21.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.06940472
21.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.09601671
21.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.09156052
21.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.11844669
21.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.15837137
21.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.1984812
21.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.19416208
21.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.17654005
21.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.12770101
21.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.08785776
21.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.04802684
21.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.01726836
21.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.986475
21.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.95156647
21.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.92122477
21.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.91681539
21.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.92546457
21.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.96023846
21.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.92970436
22,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.96023846
22.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.9951699
22.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.9909077
22.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.02598627
22.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.05248305
22.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.04802684
22.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.0833897
22.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.11891341
22.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.1102981
22.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.15027969
22.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.15027969
22.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.10581814
22.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.09272284
22.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,13.04420815
22.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.96085809
22.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.87810924
22.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.8435513
22.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.80914904
22.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.77490162
22.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.73660156
22.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.73660156
22.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.73660156
22.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.70267222
22.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.66889514
23,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.66035829
23.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.62675479
23.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.65182143
23.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.65182143
23.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.61406625
23.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.60137768
23.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.59703685
23.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.56366089
23.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.55949783
23.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.55949783
23.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.56366089
23.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.53890487
23.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.49735603
23.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.4644255
23.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.47714861
23.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.45685777
23.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.46526306
23.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.4693833
23.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.44914215
23.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.46163548
23.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.47429318
23.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.51965
23.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.53217542
23.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.54058062
24,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.54470081
24.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.54898581
24.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.55310599
24.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.55310599
24.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.54898581
24.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.54898581
24.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.55310599
24.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.55310599
24.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.55310599
24.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.55722618
24.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.55722618
24.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.52426619
24.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.48325475
24.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.43801544
24.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.43801544
24.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.39738983
24.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.39738983
24.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.36915323
24.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.37322103
24.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.40554619
24.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.41386568
24.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.43801544
24.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.4463562
24.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.4463562
25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.4789917
25.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.47489261
25.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.47062956
25.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.46653046
25.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.45816831
25.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.45406921
25.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.44980614
25.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.44980614
25.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.44980614
25.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.44570703
25.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.44160792
25.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.44160792
25.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.40481583
25.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.39238638
25.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.34763579
25.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.31122754
25.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.30715971
25.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.27108821
25.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.2668684
25.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.27108821
25.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.2751457
25.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.30715971
25.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.30715971
25.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.31122754
26,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.34339445
26.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.33931623
26.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.34339445
26.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.33931623
26.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.33099665
26.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.3632752
26.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.3632752
26.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.3675274
26.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.40405998
26.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.40815911
26.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.40815911
26.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.37570471
26.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.37161605
26.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.33523801
26.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.30309187
26.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.2751457
26.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.2751457
26.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.2792032
26.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.31545808
26.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.38404555
26.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.45341619
26.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.49031407
26.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.49443429
26.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.50283954
27,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.50712456
27.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.50712456
27.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.50712456
27.125,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.51124478
27.167,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.51124478
27.208,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.50712456
27.25,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.51124478
27.292,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.51536499
27.333,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.51965
27.375,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.52377021
27.417,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.52805522
27.458,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.49927973
27.5,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.46243137
27.542,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.44980614
27.583,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.409068
27.625,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.40481583
27.667,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.40481583
27.708,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.40481583
27.75,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.43734485
27.792,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.49443429
27.833,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.52737989
27.875,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.56047309
27.917,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.5937147
27.958,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.63143508
28,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.66916107
28.042,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.67350185
28.083,24.1,3.48,1.99,0.014,0.003,0.018,0,0,0,0,12.67767568
