Date,Site ID (new),Chl RFU,Chl ug/L
2014-09-09,LB,0.21,0.86
2014-09-09,LB,0.29,1.17
2014-09-09,LB,0.25,1.0
2014-09-09,LB,0.21,0.84
2014-09-09,HT,0.18,0.72
2014-09-09,HT,0.23,0.94
2014-09-09,HT,0.22,0.88
2014-09-09,HT,0.19,0.78
2014-09-16,LB,0.13,0.53
2014-09-16,LB,0.14,0.55
2014-09-16,LB,0.16,0.65
2014-09-16,HT,0.91,3.66
2014-09-16,HT,0.25,1.01
2014-09-16,HT,0.17,0.69
2014-09-24,LB,0.48,1.86
2014-09-24,LB,0.67,2.6
2014-09-24,LB,0.6,2.34
2014-09-24,LB,0.68,2.64
2014-09-24,HT,0.81,3.16
2014-09-24,HT,1.04,4.1
2014-09-24,HT,0.76,2.98
2014-09-30,LB,0.94,3.58
2014-09-30,LB,0.81,3.08
2014-09-30,LB,0.89,3.38
2014-09-30,HT,0.77,2.89
2014-09-30,HT,0.69,2.58
2014-09-30,HT,0.64,2.41
2014-09-30,HT,0.8,3.01
2014-10-07,LB,0.35,1.16
2014-10-07,LB,0.3,0.97
2014-10-07,LB,0.29,0.94
2014-10-07,LB,0.31,1.02
2014-10-07,HT,0.22,0.65
2014-10-07,HT,0.28,0.9
2014-10-07,HT,0.19,0.5
2014-10-07,HT,0.34,1.12
2014-10-14,LB,0.68,2.47
2014-10-14,LB,0.65,2.37
2014-10-14,LB,0.57,2.02
2014-10-14,HT,0.67,2.43
2014-10-14,HT,0.72,2.62
2014-10-14,HT,0.65,2.36
2014-10-14,HT,0.66,2.41
2014-10-14,HT,0.74,2.7
2014-10-21,LB,0.49,1.85
2014-10-21,LB,0.53,2.01
2014-10-21,LB,0.55,2.08
2014-10-21,HT,0.65,2.45
2014-10-21,HT,0.66,2.5
2014-10-21,HT,0.67,2.57
2014-10-21,HT,0.67,2.55
2015-04-14,LB,0.05,0.06
2015-04-14,LB,0.08,0.2
2015-04-21,LB,0.15,0.47
2015-04-21,LB,0.13,0.39
2015-04-21,LB,0.12,0.32
2015-04-28,LB,0.15,0.45
2015-04-28,LB,0.15,0.45
2015-04-28,LB,0.18,0.58
2015-04-28,LB,0.17,0.54
2015-05-05,LB,0.15,0.47
2015-05-05,LB,0.12,0.32
2015-05-05,LB,0.09,0.23
2015-05-05,HT,0.16,0.49
2015-05-05,HT,0.15,0.46
2015-05-12,LB,0.19,0.6
2015-05-12,LB,0.24,0.8
2015-05-12,LB,0.32,1.15
2015-05-12,LB,0.39,1.4
2015-05-12,HT,0.87,3.35
2015-05-12,HT,0.61,2.3
2015-05-12,HT,0.6,2.25
2015-05-18,LB,0.58,2.17
2015-05-18,LB,0.4,1.44
2015-05-18,LB,0.18,0.57
2015-05-18,LB,0.21,0.71
2015-05-18,HT,0.25,0.85
2015-05-18,HT,0.23,0.78
2015-05-18,HT,0.23,0.78
2015-05-26,LB,0.13,0.38
2015-05-26,LB,0.1,0.26
2015-05-26,LB,0.11,0.3
2015-05-26,HT,0.09,0.2
2015-05-26,HT,0.07,0.13
2015-05-26,HT,0.04,0.01
2015-05-26,HT,0.06,0.11
2015-06-02,LB,0.31,1.02
2015-06-02,LB,0.5,1.76
2015-06-02,LB,0.49,1.72
2015-06-02,HT,0.24,0.7
2015-06-02,HT,0.26,0.82
2015-06-02,HT,0.32,1.06
2015-06-08,LB,0.07,0.03
2015-06-08,LB,0.07,0.03
2015-06-08,HT,0.19,0.51
2015-06-08,HT,0.11,0.19
2015-06-08,HT,0.09,0.12
2015-06-08,HT,0.25,0.74
2015-06-16,LB,0.17,0.43
2015-06-16,LB,0.09,0.1
2015-06-16,LB,0.17,0.45
2015-06-16,LB,0.14,0.3
2015-06-16,HT,0.3,0.98
2015-06-16,HT,0.25,0.76
2015-06-16,HT,0.21,0.61
2015-06-16,HT,0.23,0.7
2015-06-23,LB,0.18,0.49
2015-06-23,LB,0.18,0.49
2015-06-23,LB,0.13,0.28
2015-06-23,LB,0.11,0.19
2015-06-23,LB,0.26,0.81
2015-06-23,HT,0.46,1.59
2015-06-23,HT,0.23,0.67
2015-06-23,HT,0.27,0.82
2015-06-23,HT,0.53,1.87
2015-07-14,LB,0.08,0.09
2015-07-14,LB,0.06,0.03
2015-07-14,LB,0.07,0.08
2015-07-14,HT,0.19,0.54
2015-07-14,HT,0.11,0.23
2015-07-14,HT,0.08,0.1
2015-07-21,LB,0.14,0.33
2015-07-21,LB,0.06,0.04
2015-07-21,LB,0.07,0.07
2015-07-21,HT,0.29,0.93
2015-07-21,HT,0.08,0.08
2015-07-21,HT,0.16,0.41
2015-07-28,LB,0.09,0.14
2015-07-28,LB,0.1,0.17
2015-07-28,LB,0.12,0.25
2015-07-28,LB,0.07,0.08
2015-07-28,HT,0.23,0.69
2015-07-28,HT,0.15,0.39
2015-07-28,HT,0.16,0.41
2015-07-28,HT,0.13,0.31
2015-07-28,HT,0.17,0.48
2015-08-04,LB,0.19,0.56
2015-08-04,LB,0.14,0.36
2015-08-04,LB,0.16,0.44
2015-08-04,HT,0.23,0.71
2015-08-04,HT,0.13,0.33
2015-08-04,HT,0.19,0.56
2015-08-11,LB,0.18,0.5
2015-08-11,LB,0.19,0.55
2015-08-11,LB,0.16,0.42
2015-08-11,HT,0.25,0.78
2015-08-11,HT,0.29,0.94
2015-08-11,HT,0.27,0.89
2015-08-18,LB,0.09,0.15
2015-08-18,LB,0.06,0.03
2015-08-18,LB,0.08,0.11
2015-08-18,LB,0.09,0.15
2015-08-18,LB,0.08,0.13
2015-08-18,LB,0.09,0.15
2015-08-18,HT,0.15,0.41
2015-08-18,HT,0.1,0.21
2015-08-18,HT,0.13,0.3
2015-08-18,HT,0.12,0.29
2015-08-25,LB,0.09,0.18
2015-08-25,LB,0.1,0.2
2015-08-25,LB,0.13,0.35
2015-08-25,HT,0.28,0.93
2015-08-25,HT,0.22,0.68
2015-08-25,HT,0.13,0.33
2015-09-01,LB,0.1,0.23
2015-09-01,LB,0.13,0.34
2015-09-01,HT,0.24,0.79
2015-09-01,HT,0.13,0.33
2015-09-01,HT,0.16,0.46
2015-09-01,HT,0.18,0.53
2015-09-15,LB,0.3,1.03
2015-09-15,LB,0.36,1.26
2015-09-15,LB,0.42,1.51
2015-09-15,LB,0.42,1.5
2015-09-15,HT,0.33,1.14
2015-09-15,HT,0.32,1.11
2015-09-15,HT,0.37,1.31
2015-09-22,LB,0.21,0.67
2015-09-22,LB,0.2,0.61
2015-09-22,LB,0.28,0.94
2015-09-22,LB,0.3,1.02
2015-09-22,LB,0.27,0.92
2015-09-22,HT,0.37,1.29
2015-09-22,HT,0.38,1.35
2015-09-22,HT,0.46,1.67
2017-04-25,LB,0.11,0.55
2017-04-25,LB,0.09,0.45
2017-04-25,LB,0.1,0.48
2017-04-25,LB,0.08,0.4
2017-04-25,LB,0.09,0.46
2017-04-25,LB,0.1,0.48
2017-05-09,LB,0.02,0.2
2017-05-09,LB,0.0,0.13
2017-05-15,PK,0.0,0.11
2017-05-15,PK,0.0,0.09
2017-05-15,PK,0.0,0.09
2017-05-15,PK,0.01,0.16
2017-05-15,PK,0.05,0.34
2017-05-16,PK,0.46,2.21
2017-05-16,PK,0.03,0.27
2017-05-16,PK,0.03,0.26
2017-05-16,PK,0.07,0.41
2017-05-16,PK,0.04,0.29
2017-05-16,PK,0.05,0.35
2017-05-16,PK,0.06,0.37
2017-05-24,HT,0.02,0.2
2017-05-24,LB,0.0,0.12
2017-05-24,LB,0.0,0.11
2017-05-24,LB,0.01,0.16
2017-05-31,PK,0.02,0.18
2017-05-31,PK,0.01,0.17
2017-05-31,PK,0.02,0.22
2017-05-31,PK,0.0,0.1
2017-05-31,PK,0.02,0.22
2017-05-31,PK,0.03,0.25
2017-05-31,LB,0.04,0.29
2017-05-31,LB,0.08,0.47
2017-05-31,LB,0.08,0.45
2017-05-31,LB,0.07,0.44
2017-05-31,HT,0.19,0.99
2017-05-31,HT,0.18,0.92
2017-05-31,HT,0.13,0.7
2017-05-31,HT,0.11,0.59
2017-06-02,PK,0.01,0.18
2017-06-02,PK,0.0,0.1
2017-06-02,PK,0.05,0.34
2017-06-02,PK,0.05,0.33
2017-06-02,PK,0.03,0.23
2017-06-02,PK,0.0,0.12
2017-06-02,PK,0.02,0.2
2017-06-05,PK,0.01,0.16
2017-06-05,PK,0.0,0.1
2017-06-05,PK,0.04,0.29
2017-06-05,LB,0.09,0.52
2017-06-05,LB,0.02,0.2
2017-06-05,HT,0.19,1.0
2017-06-05,HT,0.17,0.88
2017-06-05,HT,0.08,0.49
2017-06-05,HT,0.12,0.67
2017-06-05,HT,0.19,0.97
2017-06-05,HT,0.29,1.46
2017-06-05,HT,0.39,1.89
2017-06-05,HT,0.2,1.02
2017-06-07,LB,0.08,0.49
2017-06-07,LB,0.1,0.57
2017-06-07,LB,0.07,0.43
2017-06-07,LB,0.08,0.47
2017-06-07,LB,0.13,0.69
2017-06-07,HT,0.21,1.07
2017-06-07,HT,0.2,1.04
2017-06-07,BO,0.34,1.69
2017-06-07,BO,0.4,1.96
2017-06-07,BO,0.57,2.75
2017-06-07,BO,0.38,1.86
2017-06-07,PK,0.0,0.13
2017-06-07,PK,0.0,0.13
2017-06-07,PK,0.03,0.23
2017-06-12,PK,0.03,0.25
2017-06-12,PK,0.04,0.27
2017-06-12,PK,0.04,0.28
2017-06-12,PK,0.02,0.18
2017-06-12,PK,0.02,0.22
2017-06-12,LB,0.08,0.49
2017-06-12,LB,0.09,0.51
2017-06-12,LB,0.07,0.43
2017-06-12,HT,0.33,1.66
2017-06-12,HT,0.41,2.01
2017-06-12,BO,0.92,4.38
2017-06-12,BO,1.02,4.85
2017-06-15,LB,0.17,0.89
2017-06-15,LB,0.25,1.28
2017-06-15,HT,0.47,2.26
2017-06-15,HT,0.5,2.44
2017-06-15,HT,0.55,2.64
2017-06-15,BO,0.58,2.8
2017-06-15,BO,0.65,3.1
2017-06-15,BO,0.83,3.96
2017-06-15,PK,0.08,0.47
2017-06-15,PK,0.09,0.5
2017-06-15,PK,0.07,0.44
2017-06-15,PK,0.07,0.43
2017-06-15,PK,0.08,0.5
2017-06-20,PK,0.01,0.14
2017-06-20,PK,0.0,0.12
2017-06-20,PK,0.0,0.1
2017-06-20,LB,0.21,1.1
2017-06-20,LB,0.19,1.01
2017-06-20,LB,0.18,0.94
2017-06-20,HT,0.36,1.78
2017-06-20,HT,0.38,1.89
2017-06-20,HT,0.43,2.08
2017-06-20,BO,0.1,0.55
2017-06-20,BO,0.08,0.48
2017-06-20,BO,0.11,0.6
2017-06-27,HT,0.01,0.14
2017-06-27,HT,0.04,0.31
2017-06-27,HT,0.02,0.19
2017-06-27,HT,0.03,0.25
2017-06-27,HT,0.05,0.36
2017-06-27,LB,0.15,0.82
2017-06-27,LB,0.17,0.9
2017-06-27,LB,0.2,1.04
2017-06-27,LB,0.03,0.26
2017-06-27,HT,0.14,0.76
2017-06-27,HT,0.15,0.82
2017-06-27,HT,0.21,1.06
2017-06-27,BO,0.03,0.23
2017-06-27,BO,0.07,0.42
2017-07-05,LB,0.02,0.18
2017-07-05,LB,0.04,0.28
2017-07-05,LB,0.03,0.24
2017-07-05,HT,0.03,0.23
2017-07-05,HT,0.05,0.35
2017-07-05,HT,0.06,0.38
2017-07-05,BO,0.0,0.12
2017-07-05,BO,0.03,0.26
2017-07-05,BO,0.02,0.22
2017-07-05,PK,0.0,0.12
2017-07-05,PK,0.01,0.13
2017-07-05,PK,0.03,0.23
2017-07-05,PK,0.03,0.26
2017-07-11,PK,0.01,0.16
2017-07-11,PK,0.0,0.12
2017-07-11,PK,0.01,0.13
2017-07-11,PK,0.01,0.16
2017-07-11,PK,0.03,0.24
2017-07-11,LB,0.04,0.3
2017-07-11,LB,0.06,0.39
2017-07-11,LB,0.03,0.24
2017-07-11,HT,0.05,0.33
2017-07-11,HT,0.06,0.38
2017-07-11,BO,0.01,0.15
2017-07-11,BO,0.02,0.17
2017-07-18,HT,0.11,0.59
2017-07-18,HT,0.11,0.59
2017-07-18,HT,0.0,0.07
2017-07-18,HT,0.0,0.07
2017-07-18,HT,0.0,0.08
2017-07-18,HT,0.02,0.15
2017-07-18,HT,0.05,0.28
2017-07-18,BO,0.06,0.36
2017-07-18,BO,0.05,0.29
2017-07-18,BO,0.1,0.5
2017-07-18,LB,0.02,0.17
2017-07-18,LB,0.07,0.38
2017-07-18,LB,0.03,0.19
2017-07-25,PK,0.05,0.25
2017-07-25,PK,0.03,0.14
2017-07-25,PK,0.01,0.04
2017-07-25,PK,0.03,0.12
2017-07-25,PK,0.02,0.11
2017-07-25,PK,0.04,0.17
2017-07-25,LB,0.04,0.16
2017-07-25,LB,0.06,0.27
2017-07-25,HT,0.03,0.12
2017-07-25,HT,0.03,0.16
2017-07-25,HT,0.04,0.2
2017-07-25,BO,0.09,0.41
2017-08-01,BO,0.12,0.56
2017-08-01,BO,0.15,0.71
2017-08-01,BO,0.12,0.56
2017-08-01,HT,0.06,0.28
2017-08-01,HT,0.04,0.19
2017-08-01,HT,0.04,0.2
2017-08-01,LB,0.07,0.34
2017-08-01,LB,0.05,0.22
2017-08-01,PK,0.06,0.29
2017-08-01,PK,0.04,0.18
2017-08-01,PK,0.02,0.09
2017-08-01,PK,0.0,0.02
2017-08-01,PK,0.01,0.07
2017-08-03,PK,0.09,0.4
2017-08-03,PK,0.08,0.37
2017-08-03,PK,0.05,0.25
2017-08-03,PK,0.05,0.21
2017-08-03,PK,0.05,0.23
2017-08-08,PK,0.02,0.07
2017-08-08,PK,0.04,0.16
2017-08-08,PK,0.03,0.09
2017-08-08,PK,0.03,0.12
2017-08-08,PK,0.05,0.2
2017-08-08,LB,0.03,0.1
2017-08-08,LB,0.07,0.27
2017-08-08,HT,0.04,0.15
2017-08-08,HT,0.03,0.08
2017-08-08,HT,0.04,0.15
2017-08-08,HT,0.07,0.27
2017-08-08,BO,0.08,0.32
2017-08-08,BO,0.08,0.34
2017-08-10,BO,0.08,0.34
2017-08-10,BO,0.09,0.38
2017-08-10,BO,0.11,0.48
2017-08-10,HT,0.09,0.37
2017-08-10,HT,0.03,0.11
2017-08-10,LB,0.02,0.04
2017-08-10,LB,0.06,0.26
2017-08-10,PK,0.05,0.2
2017-08-10,PK,0.04,0.17
2017-08-10,PK,0.02,0.07
2017-08-10,PK,0.02,0.06
2017-08-10,PK,0.02,0.07
2017-08-15,LB,0.11,0.45
2017-08-15,LB,0.08,0.31
2017-08-15,HT,0.06,0.24
2017-08-15,HT,0.05,0.19
2017-08-15,HT,0.14,0.59
2017-08-15,BO,0.09,0.36
2017-08-15,BO,0.11,0.46
2017-08-15,BO,0.1,0.42
2017-08-15,PK,0.06,0.22
2017-08-15,PK,0.04,0.14
2017-08-15,PK,0.03,0.1
2017-08-15,PK,0.02,0.04
2017-08-15,PK,0.05,0.18
2017-08-15,PK,0.04,0.13
2017-08-24,LB,0.07,0.3
2017-08-24,LB,0.05,0.19
2017-08-24,HT,0.12,0.52
2017-08-24,HT,0.11,0.47
2017-08-24,PK,0.04,0.15
2017-08-24,PK,0.03,0.09
2017-08-24,PK,0.02,0.05
2017-08-24,PK,0.05,0.18
2017-08-24,PK,0.07,0.3
2017-08-24,PK,0.09,0.37
2017-08-29,LB,0.3,1.32
2017-08-29,LB,0.32,1.46
2017-08-29,HT,0.16,0.71
2017-08-29,HT,0.23,1.03
2017-09-06,PK,0.11,0.46
2017-09-06,PK,0.05,0.2
2017-09-06,PK,0.11,0.44
2017-09-06,PK,0.11,0.48
2017-09-06,PK,0.08,0.34
2017-09-12,PK,0.04,0.12
2017-09-12,PK,0.06,0.22
2017-09-12,PK,0.07,0.29
2017-09-12,PK,0.05,0.18
2017-09-12,PK,0.06,0.22
2017-09-12,PK,0.04,0.14
2017-09-12,LB,0.07,0.27
2017-09-12,LB,0.04,0.16
2017-09-12,HT,0.11,0.48
2017-09-12,HT,0.13,0.55
2017-09-12,HT,0.14,0.58
2017-09-12,BO,0.1,0.43
2017-09-12,BO,0.06,0.21
2017-09-19,BB,0.83,3.64
2017-09-19,BB,0.86,3.77
2017-09-19,BB,0.88,3.88
2017-09-19,BB,0.87,3.84
2017-09-19,BB,0.75,3.31
2017-09-19,PK,0.2,0.93
2017-09-19,PK,0.22,1.0
2017-09-19,PK,0.2,0.93
2017-09-19,PK,0.2,0.94
2017-09-19,PK,0.22,1.02
2017-09-26,BB,0.02,0.07
2017-09-26,BB,0.01,0.06
2017-09-26,BB,0.04,0.17
2017-09-26,BB,0.05,0.2
2017-09-26,BB,0.06,0.25
2017-09-26,BB,0.05,0.23
2017-09-26,PK,0.09,0.37
2017-09-26,PK,0.08,0.36
2017-09-26,PK,0.07,0.28
2017-09-26,PK,0.06,0.25
2018-04-24,PK,0.07,0.33
2018-04-24,PK,0.07,0.31
2018-04-24,PK,0.05,0.25
2018-04-24,PK,0.06,0.27
2018-04-24,PK,0.06,0.3
2018-05-08,PK,0.16,0.56
2018-05-08,PK,0.13,0.46
2018-04-24,LB,0.07,0.33
2018-04-24,LB,0.1,0.45
2018-04-24,HT,0.05,0.22
2018-04-24,HT,0.05,0.24
2018-04-24,BB,0.01,0.07
2018-04-24,BB,0.01,0.06
2018-04-24,BB,0.01,0.08
2018-04-24,BB,0.02,0.09
2018-05-08,PK,0.09,0.29
2018-05-08,PK,0.09,0.26
2018-05-08,PK,0.09,0.28
2018-05-08,LB,0.05,0.21
2018-05-08,LB,0.07,0.3
2018-05-08,LB,0.07,0.3
2018-05-08,HT,0.1,0.32
2018-05-08,HT,0.09,0.27
2018-05-08,HT,0.14,0.46
2018-05-08,BO,0.1,0.33
2018-05-08,BO,0.09,0.27
2018-05-08,BB,0.08,0.23
2018-05-08,BB,0.13,0.43
2018-05-10,PK,0.09,0.27
2018-05-10,PK,0.11,0.36
2018-05-10,PK,0.1,0.31
2018-05-10,PK,0.09,0.28
2018-05-10,BB,0.28,1.02
2018-05-10,BB,0.29,1.08
2018-05-10,BB,0.32,1.18
2018-05-10,BO,0.25,0.92
2018-05-10,BO,0.31,1.16
2018-05-10,HT,0.11,0.36
2018-05-10,HT,0.16,0.57
2018-05-10,HT,0.22,0.77
2018-05-10,LB,0.16,0.54
2018-05-10,LB,0.16,0.55
2018-05-10,LB,0.16,0.56
2018-05-10,PK,0.09,0.28
2018-05-14,PK,0.1,0.32
2018-05-14,PK,0.09,0.28
2018-05-14,PK,0.09,0.28
2018-05-14,PK,0.1,0.3
2018-05-14,LB,0.12,0.39
2018-05-14,LB,0.14,0.48
2018-05-14,LB,0.17,0.59
2018-05-14,HT,0.18,0.62
2018-05-14,HT,0.21,0.76
2018-05-14,HT,0.22,0.79
2018-05-14,BO,0.13,0.44
2018-05-14,BO,0.15,0.51
2018-05-14,PK,0.08,0.24
2018-05-16,PK,0.06,0.15
2018-05-16,PK,0.05,0.13
2018-05-16,LB,0.5,1.9
2018-05-16,LB,0.55,2.1
2018-05-16,HT,0.32,1.19
2018-05-16,HT,0.32,1.2
2018-05-16,HT,0.39,1.46
2018-05-16,BO,0.56,2.11
2018-05-16,BO,0.57,2.16
2018-05-16,BO,0.55,2.08
2018-05-16,BO,0.55,2.09
2018-05-16,BO,0.57,2.17
2018-05-16,BO,0.5,1.9
2018-05-16,BB,0.46,1.72
2018-05-16,BB,0.51,1.93
2018-05-16,BB,0.48,1.8
2018-05-16,BB,0.51,1.92
2018-05-16,BB,0.55,2.11
2018-05-16,PK,0.06,0.15
2018-05-16,PK,0.08,0.26
2018-05-16,PK,0.07,0.2
2018-05-16,PK,0.05,0.12
2018-05-16,PK,0.04,0.07
2018-05-16,PK,0.04,0.1
2018-05-16,PK,0.05,0.11
2018-05-16,PK,0.05,0.11
2018-05-16,PK,0.05,0.12
2018-05-16,PK,0.07,0.2
2018-05-17,PK,0.08,0.24
2018-05-17,PK,0.04,0.09
2018-05-17,LB,0.28,1.01
2018-05-17,LB,0.25,0.91
2018-05-17,HT,0.29,1.08
2018-05-17,HT,0.33,1.22
2018-05-17,BO,0.31,1.16
2018-05-17,BO,0.28,1.01
2018-05-17,BO,0.29,1.07
2018-05-17,PK,0.04,0.1
2018-05-17,PK,0.04,0.1
2018-05-17,PK,0.05,0.13
2018-05-21,LB,0.146,0.5
2018-05-21,LB,0.171,0.6
2018-05-21,LB,0.181,0.64
2018-05-21,HT,0.139,0.47
2018-05-21,HT,0.171,0.6
2018-05-21,HT,0.173,0.61
2018-05-21,BO,0.793,3.05
2018-05-21,BO,0.869,3.34
2018-05-21,BO,0.421,1.58
2018-05-21,BO,0.368,1.37
2018-05-21,BB,0.31,1.14
2018-05-21,BB,0.296,1.09
2018-05-21,BB,0.304,1.12
2018-05-21,BB,0.372,1.39
2018-05-21,BB,0.506,1.92
2018-05-23,BO,0.239,0.87
2018-05-23,BO,0.204,0.73
2018-05-23,BO,0.221,0.8
2018-05-23,BO,0.21,0.75
2018-05-23,BO,0.279,1.02
2018-05-23,HT,0.163,0.57
2018-05-23,HT,0.21,0.75
2018-05-23,HT,0.257,0.94
2018-05-23,LB,0.232,0.84
2018-05-23,LB,0.222,0.8
2018-05-23,LB,0.267,0.98
2018-05-23,BB,0.157,0.55
2018-05-23,BB,0.238,0.86
2018-05-23,BB,0.294,1.08
2018-05-25,LB,0.483,1.83
2018-05-25,LB,0.486,1.84
2018-05-25,HT,0.444,1.67
2018-05-25,HT,0.432,1.63
2018-05-25,HT,0.444,1.67
2018-05-25,HT,0.571,2.17
2018-05-25,BO,0.709,2.72
2018-05-25,BO,0.908,3.5
2018-05-25,BO,0.649,2.48
2018-05-25,BB,0.504,1.91
2018-05-27,LB,0.179,0.63
2018-05-27,HT,0.132,0.45
2018-05-27,HT,0.317,1.17
2018-05-27,BO,0.195,0.69
2018-05-27,BO,0.221,0.8
2018-05-29,LB,0.226,0.82
2018-05-29,LB,0.239,0.87
2018-05-31,LB,0.464,1.75
2018-06-01,LB,0.132,0.45
2018-06-01,LB,0.233,0.84
2018-06-01,LB,0.202,0.72
2018-06-01,LB,0.118,0.39
2018-06-01,HT,0.155,0.54
2018-06-01,HT,0.154,0.53
2018-06-01,HT,0.146,0.5
2018-06-01,HT,0.159,0.55
2018-06-01,HT,0.099,0.31
2018-06-01,BO,0.207,0.74
2018-06-01,BO,0.179,0.63
2018-06-01,BO,0.203,0.73
2018-06-01,BO,0.391,1.46
2018-06-02,LB,0.16,0.56
2018-06-02,LB,0.148,0.51
2018-06-02,LB,0.183,0.65
2018-06-02,HT,0.212,0.76
2018-06-02,HT,0.202,0.72
2018-06-02,HT,0.134,0.45
2018-06-04,LB,0.51,1.93
2018-06-04,LB,0.559,2.13
2018-06-04,HT,0.476,1.8
2018-06-04,HT,0.498,1.89
2018-06-04,BO,0.295,1.09
2018-06-04,BO,0.286,1.05
2018-06-05,LB,0.257,0.94
2018-06-05,LB,0.272,1.0
2018-06-05,HT,0.146,0.5
2018-06-05,HT,0.109,0.36
2018-06-05,HT,0.165,0.57
2018-06-05,BO,0.169,0.59
2018-06-05,BO,0.186,0.66
2018-06-05,BO,0.252,0.92
2018-06-07,BO,0.231,0.84
2018-06-07,BO,0.238,0.86
2018-06-07,LB,0.296,1.09
2018-06-07,LB,0.279,1.02
2018-06-07,LB,0.323,1.2
2018-06-07,HT,0.158,0.55
2018-06-07,HT,0.122,0.41
2018-06-07,HT,0.189,0.67
2018-06-08,LB,0.182,0.64
2018-06-08,LB,0.167,0.58
2018-06-08,LB,0.193,0.69
2018-06-08,HT,0.108,0.35
2018-06-08,HT,0.133,0.45
2018-06-08,HT,0.139,0.47
2018-06-08,BO,0.12,0.4
2018-06-08,BO,0.113,0.37
2018-06-08,BO,0.102,0.33
2018-06-08,BO,0.138,0.47
2018-06-09,LB,0.325,1.21
2018-06-15,LB,0.225,0.84
2018-06-15,LB,0.273,1.03
2018-06-15,HT,0.269,1.02
2018-06-15,HT,0.257,0.97
2018-06-15,BO,0.188,0.7
2018-06-15,BO,0.19,0.71
2018-06-19,BCR,0.011,0.0
2018-06-19,BCR,0.028,0.07
2018-06-19,BCR,0.032,0.09
2018-06-19,BCR,0.018,0.03
2018-06-19,LB,0.129,0.47
2018-06-19,LB,0.121,0.43
2018-06-19,LB,0.125,0.45
2018-06-19,LB,0.164,0.6
2018-06-19,HT,0.075,0.25
2018-06-19,HT,0.093,0.33
2018-06-19,HT,0.085,0.29
2018-06-19,BO,0.106,0.38
2018-06-19,BO,0.1,0.35
2018-06-19,BO,0.172,0.64
2018-06-21,LB,0.197,0.74
2018-06-21,LB,0.231,0.87
2018-06-21,LB,0.219,0.82
2018-06-21,LB,0.206,0.77
2018-06-21,HT,0.102,0.36
2018-06-21,HT,0.162,0.6
2018-06-21,HT,0.115,0.41
2018-06-21,HT,0.217,0.81
2018-06-21,BO,0.158,0.58
2018-06-21,BO,0.109,0.39
2018-06-21,BO,0.101,0.36
2018-06-21,BO,0.147,0.54
2018-07-11,LB,0.694,2.69
2018-07-11,LB,0.785,3.05
2018-07-11,LB,0.814,3.16
2018-07-13,LB,0.171,0.63
2018-07-13,LB,0.296,1.12
2018-07-13,HT,0.233,0.88
2018-07-13,HT,0.447,1.72
2018-07-13,HT,0.466,1.79
2018-07-13,BO,0.166,0.61
2018-07-13,BO,0.66,2.56
2018-07-13,PK,0.302,1.15
2018-07-13,PK,0.285,1.08
2018-07-13,PK,0.286,1.08
2018-07-13,PK,0.31,1.18
2018-07-13,PK,0.287,1.09
2018-07-16,LB,0.63,2.44
2018-07-16,LB,0.993,3.86
2018-07-16,LB,1.493,5.83
2018-07-16,HT,0.375,1.43
2018-07-16,HT,0.847,3.29
2018-07-16,HT,0.726,2.81
2018-07-16,BO,0.165,0.61
2018-07-16,BO,0.408,1.56
2018-07-16,BO,0.601,2.32
2018-07-16,PK,0.268,1.01
2018-07-16,PK,0.247,0.93
2018-07-16,PK,0.256,0.97
2018-07-16,PK,0.258,0.98
2018-07-16,PK,0.321,1.22
2018-07-18,LB,0.791,3.07
2018-07-18,LB,0.793,3.08
2018-07-18,LB,0.747,2.9
2018-07-18,HT,0.3,1.14
2018-07-18,HT,0.382,1.46
2018-07-18,HT,0.526,2.03
2018-07-18,BO,0.277,1.05
2018-07-18,BO,0.3,1.14
2018-07-18,BO,0.439,1.69
2018-07-18,PK,0.24,0.9
2018-07-18,PK,0.26,0.98
2018-07-18,PK,0.313,1.19
2018-07-18,PK,0.24,0.91
2018-07-18,PK,0.246,0.93
2018-07-24,LB,0.257,1.0
2018-07-24,LB,0.262,1.02
2018-07-24,LB,0.326,1.27
2018-07-24,HT,0.079,0.3
2018-07-24,HT,0.112,0.43
2018-07-24,HT,0.141,0.54
2018-07-24,BO,0.07,0.27
2018-07-24,BO,0.16,0.62
2018-07-24,BO,0.153,0.59
2018-07-24,PK,0.195,0.76
2018-07-24,PK,0.188,0.73
2018-07-24,PK,0.198,0.77
2018-07-24,PK,0.211,0.82
2018-07-24,PK,0.189,0.73
2018-07-26,LB,0.182,0.71
2018-07-26,LB,0.241,0.94
2018-07-26,HT,0.113,0.43
2018-07-26,HT,0.257,1.0
2018-07-26,BO,0.121,0.47
2018-07-26,BO,0.171,0.66
2018-07-26,BO,0.225,0.87
2018-07-26,PK,0.165,0.64
2018-07-26,PK,0.17,0.66
2018-07-26,PK,0.156,0.6
2018-07-26,PK,0.152,0.59
2018-07-26,PK,0.158,0.61
2018-07-31,BCR,0.541,2.13
2018-07-31,BCR,0.582,2.29
2018-07-31,BCR,0.531,2.09
2018-07-31,BCR,0.545,2.15
2018-07-31,BCR,0.533,2.1
2018-07-31,LB,0.152,0.6
2018-07-31,LB,0.197,0.78
2018-07-31,LB,0.17,0.67
2018-07-31,HT,0.086,0.34
2018-07-31,HT,0.126,0.5
2018-07-31,HT,0.112,0.44
