chl,date,sensor
39.92110673374224,2011-01-01,Terra
35.25176500068401,2011-01-08,Terra
84.05078949730324,2011-01-20,Terra
94.83475749200174,2011-01-23,Terra
80.83678749776924,2011-01-27,Terra
68.34347809418784,2011-02-01,Terra
52.21586401234515,2011-02-02,Terra
79.68300588332923,2011-02-10,Terra
101.19257688117519,2011-04-01,Terra
99.32007318510563,2011-04-12,Terra
125.24199826723134,2011-04-19,Terra
92.39275013518599,2011-04-22,Terra
76.54172361092134,2011-04-23,Terra
81.31014055832344,2011-05-01,Terra
85.6521885833203,2011-05-04,Terra
54.26362778632366,2011-05-12,Terra
62.104093680776735,2011-05-13,Terra
60.800487636319154,2011-05-19,Terra
85.8488729014666,2011-05-20,Terra
111.11503241601166,2011-05-24,Terra
95.80395274342263,2011-06-03,Terra
82.26644219083862,2011-06-09,Terra
107.78871013692101,2011-06-14,Terra
76.4853001665297,2011-06-16,Terra
104.08909588402004,2011-06-17,Terra
60.112102066800475,2011-06-20,Terra
86.79368690860238,2011-06-22,Terra
76.05772021727975,2011-06-25,Terra
101.88139684202784,2011-07-01,Terra
76.74282627087642,2011-07-02,Terra
96.82867969247039,2011-07-03,Terra
101.56490584060998,2011-07-05,Terra
50.344926609608024,2011-07-06,Terra
92.8260933169587,2011-07-08,Terra
86.76223814204066,2011-07-09,Terra
114.2829426905331,2011-07-10,Terra
100.58024971743487,2011-07-15,Terra
61.435254350479454,2011-07-22,Terra
113.46099746600603,2011-07-23,Terra
113.44115281790845,2011-07-24,Terra
59.80669520698604,2011-07-27,Terra
116.789714201005,2011-07-28,Terra
98.91027430778203,2011-07-30,Terra
124.25063081988023,2011-07-31,Terra
135.84104606116412,2011-08-01,Terra
130.16719141744258,2011-08-02,Terra
113.33996734685363,2011-08-03,Terra
111.39807946008607,2011-08-04,Terra
56.359048040188725,2011-08-05,Terra
106.86610165706777,2011-08-06,Terra
62.45020470640905,2011-08-07,Terra
116.64612203279928,2011-08-09,Terra
110.70789985201047,2011-08-10,Terra
120.26816135605712,2011-08-11,Terra
105.55451671170577,2011-08-12,Terra
119.29984712201497,2011-08-13,Terra
71.80181496699574,2011-08-14,Terra
117.36598011525108,2011-08-16,Terra
126.32146401502794,2011-08-17,Terra
148.30285580917467,2011-08-18,Terra
117.14511098628562,2011-08-19,Terra
122.88299246459755,2011-08-20,Terra
115.71189721063655,2011-08-21,Terra
97.98023106004638,2011-08-22,Terra
160.04293700556025,2011-08-23,Terra
122.30832027232071,2011-08-25,Terra
105.9011651674416,2011-08-26,Terra
105.1515759520229,2011-08-27,Terra
73.93285634041882,2011-08-28,Terra
113.28583951466972,2011-08-29,Terra
127.70145493802052,2011-09-01,Terra
107.08053477557348,2011-09-02,Terra
111.85832539802847,2011-09-03,Terra
97.89117479501614,2011-09-04,Terra
101.83068014304882,2011-09-05,Terra
113.72713501253035,2011-09-06,Terra
101.14983238079019,2011-09-08,Terra
98.12186311127552,2011-09-09,Terra
81.97101595520093,2011-09-10,Terra
77.15106809126029,2011-09-11,Terra
131.5288725636368,2011-09-13,Terra
117.98384268355116,2011-09-20,Terra
113.99766753890009,2011-09-21,Terra
93.63145534631128,2011-09-23,Terra
108.03998302417125,2011-09-24,Terra
71.36032326565459,2011-09-28,Terra
129.92141568314494,2011-09-29,Terra
123.05886355015951,2011-10-08,Terra
108.45098762688716,2011-10-14,Terra
135.03956367486902,2011-10-17,Terra
58.62049147812757,2011-10-18,Terra
67.89841529640226,2011-10-23,Terra
60.721628385919004,2011-10-25,Terra
66.32271515803397,2011-10-26,Terra
48.57593628175321,2011-10-27,Terra
53.533969589979,2011-11-01,Terra
91.89707589141615,2011-11-02,Terra
44.605755752847806,2011-11-08,Terra
34.673685045253166,2011-11-20,Terra
49.02606026394722,2011-11-29,Terra
51.84768833599871,2011-12-01,Terra
50.377899611837236,2011-12-02,Terra
47.18074865804321,2011-12-03,Terra
57.65200592226059,2011-12-04,Terra
69.5208616101913,2011-12-06,Terra
43.09029401053171,2011-12-07,Terra
37.35420547889333,2011-12-08,Terra
48.88283491358965,2011-12-09,Terra
33.79524724783779,2011-12-10,Terra
31.011847032994904,2011-12-12,Terra
58.86309324962322,2011-12-13,Terra
44.603055680217864,2011-12-16,Terra
28.309966632720744,2011-12-17,Terra
35.03277686253759,2011-12-21,Terra
46.43838963530736,2011-12-22,Terra
35.37593629260628,2011-12-23,Terra
57.6126767057352,2012-01-10,Terra
70.11375419112917,2012-01-27,Terra
74.56633160453279,2012-02-02,Terra
82.73947686173206,2012-02-03,Terra
39.535675005116545,2012-02-05,Terra
96.46328130693854,2012-02-06,Terra
33.47172050901887,2012-02-12,Terra
38.03386599869527,2012-02-23,Terra
111.58731914186251,2012-02-24,Terra
61.64554301618367,2012-03-08,Terra
70.62492264961959,2012-03-26,Terra
84.39455519476508,2012-04-14,Terra
92.16214599888198,2012-04-21,Terra
110.41132081090862,2012-04-22,Terra
117.45451301078097,2012-04-23,Terra
78.70047431935535,2012-05-06,Terra
101.91159950995952,2012-05-07,Terra
97.54083997002675,2012-05-09,Terra
60.57697071536585,2012-05-10,Terra
89.18844333596142,2012-05-12,Terra
85.70436986839042,2012-05-13,Terra
96.04716436521547,2012-05-14,Terra
98.91768049428823,2012-05-16,Terra
68.11270517562762,2012-05-17,Terra
109.9897514003061,2012-06-01,Terra
83.23476662715298,2012-06-06,Terra
98.85458577227473,2012-06-10,Terra
46.422828859508954,2012-06-13,Terra
94.26736587782513,2012-06-14,Terra
76.97572212098835,2012-06-15,Terra
74.8032048066707,2012-06-16,Terra
52.261830085900876,2012-06-20,Terra
91.00523967981515,2012-06-21,Terra
115.7614757327568,2012-07-02,Terra
95.29555109196878,2012-07-04,Terra
83.0997627422898,2012-07-05,Terra
38.70056358252679,2012-07-06,Terra
87.65773900038378,2012-07-07,Terra
45.454270846488704,2012-07-08,Terra
95.08351070049027,2012-07-09,Terra
69.60319991056848,2012-07-10,Terra
95.6085947745068,2012-07-11,Terra
91.19728544782791,2012-07-12,Terra
53.123709753876604,2012-07-13,Terra
107.08053477557348,2012-07-21,Terra
98.28007866599373,2012-07-23,Terra
56.713370796394635,2012-07-24,Terra
95.80395274342263,2012-07-25,Terra
105.26416181508662,2012-07-26,Terra
106.00537144260701,2012-07-28,Terra
63.15523642834508,2012-07-29,Terra
104.2396095937579,2012-07-30,Terra
129.07631946844995,2012-07-31,Terra
98.53420608698619,2012-08-01,Terra
104.00312826120461,2012-08-02,Terra
118.99109010078708,2012-08-03,Terra
133.17704040874364,2012-08-04,Terra
115.81268895973477,2012-08-06,Terra
106.93248915899723,2012-08-08,Terra
92.075917381805,2012-08-10,Terra
116.06571932317634,2012-08-11,Terra
87.62015951658287,2012-08-12,Terra
98.88462780237779,2012-08-13,Terra
90.65077790680111,2012-08-14,Terra
87.72116942428708,2012-08-16,Terra
81.66453755463839,2012-08-17,Terra
112.65513507403294,2012-08-19,Terra
91.73548252631309,2012-08-21,Terra
104.62751427939635,2012-08-22,Terra
68.14656583307486,2012-08-23,Terra
84.83208120057503,2012-08-24,Terra
86.01815093085679,2012-08-25,Terra
74.14834280848369,2012-08-26,Terra
117.94181967224091,2012-08-27,Terra
166.60623145328748,2012-08-29,Terra
149.76872199908433,2012-08-30,Terra
104.03402828780332,2012-08-31,Terra
85.61935809900574,2012-09-01,Terra
90.78552744022312,2012-09-02,Terra
187.63696473515145,2012-09-03,Terra
110.66748119181933,2012-09-04,Terra
133.44667766017932,2012-09-05,Terra
99.80761513581615,2012-09-06,Terra
106.87879833863296,2012-09-07,Terra
66.97406662607693,2012-09-08,Terra
88.7881260110028,2012-09-11,Terra
122.7717075596191,2012-09-12,Terra
111.95194681738212,2012-09-14,Terra
69.88123755808569,2012-09-16,Terra
103.89321230753451,2012-09-17,Terra
104.08909588402004,2012-09-19,Terra
75.18230193510857,2012-09-20,Terra
114.37041790633376,2012-09-22,Terra
110.32958273101208,2012-09-24,Terra
75.95162365625228,2012-09-25,Terra
170.4579758995369,2012-09-26,Terra
59.88773765106845,2012-09-27,Terra
126.86324637495863,2012-09-30,Terra
109.16373040133253,2012-10-01,Terra
87.85034060078344,2012-10-02,Terra
77.09105170421566,2012-10-03,Terra
62.41611771587153,2012-10-04,Terra
117.2091662301003,2012-10-05,Terra
74.26375934114223,2012-10-06,Terra
92.9574057904598,2012-10-07,Terra
61.64753768911727,2012-10-08,Terra
83.7411999718785,2012-10-09,Terra
116.30628741918402,2012-10-10,Terra
54.43733146120247,2012-10-11,Terra
138.40217159879904,2012-10-17,Terra
54.453384676875416,2012-10-18,Terra
37.70506951219287,2012-11-05,Terra
55.87929000176558,2012-11-06,Terra
52.291294406033906,2012-11-08,Terra
40.5139059595208,2012-11-15,Terra
43.051491406204455,2012-11-25,Terra
41.415393320575376,2012-11-26,Terra
39.092476290867346,2012-12-26,Terra
45.07290360321169,2012-12-27,Terra
38.106453381840886,2012-12-29,Terra
40.660497970562,2013-01-04,Terra
45.610451696339354,2013-01-17,Terra
42.48946114589131,2013-01-18,Terra
43.082761788072276,2013-01-21,Terra
44.75406823730793,2013-01-22,Terra
