datetime,sensor,band1_red,band2_nir,band4_green,green_red_ratio,nir_red_ratio,ndci
2011-01-06,Aqua,0.0563,0.2267,0.08940000000000001,1.5879218472468917,4.0266429840142095,0.6021201413427562
2011-01-20,Aqua,0.041,0.0545,0.059800000000000006,1.25,2.2281553398058254,0.3804511278195489
2011-01-22,Aqua,0.0425,0.0796,0.053500000000000006,1.2588235294117647,1.6311475409836065,0.23987538940809966
2011-01-25,Aqua,0.0342,0.058300000000000005,0.0386,1.128654970760234,1.7046783625730995,0.2605405405405406
2011-01-27,Aqua,0.0371,0.058,0.056,1.367588932806324,2.008534850640114,0.3352245862884161
2011-01-30,Aqua,0.044500000000000005,0.084,0.061500000000000006,1.4052863436123348,1.4298507462686567,0.17690417690417695
2011-02-01,Aqua,0.049600000000000005,0.0949,0.063,1.038543897216274,1.8672150411280846,0.30245901639344264
2011-02-02,Aqua,0.0675,0.1961,0.078,1.1555555555555554,2.570117955439056,0.4397944199706314
2011-02-09,Aqua,0.043500000000000004,0.1033,0.055400000000000005,1.2303206997084548,2.5666666666666664,0.4392523364485981
2011-02-10,Aqua,0.043500000000000004,0.08220000000000001,0.0596,1.3106060606060606,1.6228915662650603,0.23748277446026647
2011-02-21,Aqua,0.042800000000000005,0.016300000000000002,0.085,1.9859813084112148,0.3808411214953271,-0.44839255499153974
2011-04-12,Aqua,0.021400000000000002,0.0669,0.0357,1.7330097087378642,2.986607142857143,0.4983202687569988
2011-04-19,Aqua,0.0125,0.058800000000000005,0.026500000000000003,2.12,4.666666666666667,0.6470588235294118
2011-04-22,Aqua,0.0213,0.07050000000000001,0.0366,1.6231884057971018,2.764705882352941,0.46875000000000006
2011-05-01,Aqua,0.0235,0.0999,0.0351,1.5064935064935066,4.484162895927602,0.6353135313531354
2011-05-04,Aqua,0.026600000000000002,0.1461,0.0425,1.5901639344262295,5.356115107913669,0.6853423882286361
2011-05-10,Aqua,0.0316,0.10930000000000001,0.0407,1.2879746835443038,2.428888888888889,0.4167206740116655
2011-05-19,Aqua,0.0281,0.07970000000000001,0.0386,1.3736654804270463,3.2633451957295376,0.5308848080133556
2011-05-20,Aqua,0.0258,0.1721,0.042300000000000004,1.6550387596899225,6.670542635658915,0.7392622536634665
2011-05-24,Aqua,0.0207,0.13240000000000002,0.0354,1.7070707070707072,6.396135265700484,0.7295885042455912
2011-06-09,Aqua,0.026500000000000003,0.0596,0.0352,1.3283018867924528,2.249056603773585,0.3844367015098722
2011-06-14,Aqua,0.020900000000000002,0.10250000000000001,0.0354,1.83206106870229,4.904306220095694,0.6612641815235009
2011-06-16,Aqua,0.023700000000000002,0.055,0.0352,1.6011730205278594,2.3206751054852317,0.3977128335451079
2011-06-17,Aqua,0.0166,0.0713,0.029,1.7093023255813955,4.145348837209302,0.6112994350282487
2011-06-20,Aqua,0.028300000000000002,0.047,0.0444,1.568904593639576,1.187279151943463,0.08562197092084009
2011-06-25,Aqua,0.0345,0.11620000000000001,0.0533,1.5942028985507246,3.3681159420289855,0.542136695421367
2011-07-01,Aqua,0.0179,0.0579,0.032,1.9077669902912622,3.23463687150838,0.5277044854881267
2011-07-02,Aqua,0.0279,0.1,0.048100000000000004,1.7649572649572651,3.6363636363636367,0.5686274509803922
2011-07-03,Aqua,0.0171,0.0689,0.0345,2.0053475935828873,4.029239766081871,0.6023255813953488
2011-07-04,Aqua,0.057,0.11180000000000001,0.0753,1.3210526315789475,1.96140350877193,0.3246445497630332
2011-07-05,Aqua,0.0216,0.1613,0.0424,1.8833333333333335,7.467592592592593,0.7638053581191907
2011-07-06,Aqua,0.015700000000000002,0.19310000000000002,0.031900000000000005,2.031847133757962,12.29936305732484,0.849616858237548
2011-07-08,Aqua,0.013900000000000001,0.055900000000000005,0.025400000000000002,1.8368794326241136,3.9645390070921986,0.5971428571428571
2011-07-09,Aqua,0.019700000000000002,0.1433,0.040400000000000005,1.9254385964912282,7.274111675126903,0.7582822085889571
2011-07-10,Aqua,0.0099,0.061500000000000006,0.0222,2.165137614678899,6.089108910891089,0.717877094972067
2011-07-15,Aqua,0.0118,0.054900000000000004,0.020800000000000003,1.7627118644067798,4.6923076923076925,0.6486486486486486
2011-07-20,Aqua,0.0741,0.1017,0.08360000000000001,1.1282051282051284,1.3724696356275303,0.1569965870307167
2011-07-22,Aqua,0.0236,0.11610000000000001,0.0345,1.4747474747474747,4.919491525423729,0.6621331424481031
2011-07-23,Aqua,0.0149,0.09050000000000001,0.0318,2.1342281879194633,6.541353383458647,0.7347956131605183
2011-07-24,Aqua,0.012100000000000001,0.0631,0.0253,1.9615384615384615,4.576642335766423,0.6413612565445026
2011-07-27,Aqua,0.0251,0.1226,0.04,1.5948275862068966,4.198630136986301,0.6152832674571805
