datetime,chl_calibrated
2011-01-18,20.259306988492273
2011-01-20,21.954550340111325
2011-01-22,27.669367615898874
2011-01-25,10.931083687918939
2011-01-27,21.04084513512636
2011-02-01,16.65418025982376
2011-02-02,17.73436817404699
2011-02-06,17.58650449709292
2011-02-07,8.841481236384302
2011-02-09,15.708044518580156
2011-02-10,16.418373080821922
2011-02-21,18.106627247102928
2011-02-26,14.182014721126535
2011-03-09,10.926361010832636
2011-03-21,15.044186681286902
2011-03-22,15.206521723008965
2011-03-28,14.92085423333067
2011-03-31,15.344038659393274
2011-04-01,16.113079548912733
2011-04-02,17.032843359772624
2011-04-03,9.57237723578557
2011-04-05,12.247360177892578
2011-04-12,15.695389108589664
2011-04-19,15.755760657961785
2011-04-21,16.823860717845335
2011-04-27,18.706550129402768
2011-04-28,18.021423266683367
2011-04-30,12.110251035488258
2011-05-01,15.269662661053347
2011-05-03,13.621532414335205
2011-05-04,17.327508111537956
2011-05-08,16.08918806373662
2011-05-10,15.446943620913947
2011-05-12,15.632153339978494
2011-05-18,20.986968485924614
2011-05-19,14.829239911656714
2011-05-20,21.46045856271781
2011-05-22,5.016927072281774
2011-05-23,19.94285416008554
2011-05-27,21.306490698870586
2011-05-29,21.014429894593523
2011-05-30,18.893152236137638
2011-06-07,22.94393094861197
2011-06-08,17.718976802451856
2011-06-09,21.607209300376983
2011-06-10,19.219714884191575
2011-06-13,16.50363717713186
2011-06-14,27.005248600297175
2011-06-15,19.1427585778424
2011-06-16,22.77385992788002
2011-06-17,22.30041793874702
2011-06-19,20.863963677387538
2011-06-20,18.34332784818613
2011-06-21,27.617036389529417
2011-06-22,21.488872151563047
2011-06-23,25.095976617180362
2011-06-24,25.049293144305874
2011-06-26,28.580709505577627
2011-06-30,41.68685692294904
2011-07-01,26.90503402013164
2011-07-02,29.110185643470462
2011-07-03,21.07262557268872
2011-07-04,38.439358337529185
2011-07-05,31.89564413734156
2011-07-06,38.89077106306929
2011-07-07,37.719913678503396
2011-07-08,29.473611048387262
2011-07-09,53.45962616070361
2011-07-10,50.2199834299385
2011-07-13,36.09416882951598
2011-07-14,64.28487559375348
2011-07-15,69.16691531026163
2011-07-20,224.8303900932622
2011-07-21,148.21038292404083
2011-07-22,113.55578076644598
2011-07-23,90.6326450301608
2011-07-24,39.13687927957404
2011-07-26,49.06319132407845
2011-07-27,130.88745154536622
2011-07-28,46.59052686898037
2011-07-29,48.56846445376322
2011-07-30,44.388319425467046
2011-07-31,30.51527598476364
2011-08-01,36.324821754982764
2011-08-02,39.84010385387284
2011-08-03,69.18946642003043
2011-08-04,46.57961114014895
2011-08-05,150.1433368430999
2011-08-06,79.14136430349905
2011-08-07,50.20815098457704
2011-08-08,38.44277562807393
2011-08-09,27.272599167349153
2011-08-10,101.02207138142775
2011-08-11,59.27725687822521
2011-08-12,44.715368434433806
2011-08-13,64.25309562224473
2011-08-14,50.352273591470414
2011-08-15,89.58174526994728
2011-08-16,44.171439066957674
2011-08-17,53.99022902361083
2011-08-18,54.63598915218045
2011-08-19,51.39041376889049
2011-08-20,49.01414099517237
2011-08-21,54.20708166783181
2011-08-22,60.045271587981006
2011-08-23,126.5432745592214
2011-08-25,78.69423297447786
2011-08-26,76.04982441847486
2011-08-27,61.150219655735434
2011-08-28,49.18039314503694
2011-08-29,56.15465991648058
2011-08-30,75.34476964470063
2011-08-31,72.01427690279365
2011-09-01,36.400286292431815
2011-09-02,70.8059225888153
2011-09-03,32.09321577555193
2011-09-04,39.68080763413334
2011-09-05,41.279289027577576
2011-09-06,35.688710061593845
2011-09-08,33.05598249556882
2011-09-09,26.401377249822758
2011-09-14,406.12571558847867
2011-09-17,31.29803564170774
2011-09-18,50.34012088793674
2011-09-19,36.798735320645825
2011-09-20,36.84665792392148
2011-09-21,28.76942064913723
2011-09-22,32.55362323202859
2011-09-23,32.17045027252952
2011-09-24,23.84887015757696
2011-09-26,21.78504521149475
2011-09-27,39.833333262720046
2011-09-28,22.375039715324228
2011-09-29,26.095317847866006
2011-10-06,4.586186215239066
2011-10-08,23.20124511991525
2011-10-11,45.451220590073866
2011-10-14,19.936707173775684
2011-10-15,22.28878047116739
2011-10-17,5.535072138877583
2011-10-18,21.644914645173362
2011-10-19,14.110900168695839
2011-10-20,22.34909291995445
2011-10-21,20.999405077067827
2011-10-22,22.314798578278502
2011-10-23,24.060405889148434
2011-10-24,20.168016846385992
2011-10-25,20.223216671523815
2011-10-26,21.240181462494963
2011-10-27,23.658892506280658
2011-10-31,22.970682933286284
2011-11-01,18.075858064070665
