date,ndci,sensor
2021-08-30,-0.19832620585626934,Detroit_S2
2021-09-14,-0.07066392668132072,Detroit_S2
2021-10-09,0.04017956950598649,Detroit_S2
2021-11-13,0.028693235551952714,Detroit_S2
2021-12-03,-0.03359179947175005,Detroit_S2
2022-01-22,-0.027453440452948882,Detroit_S2
2022-01-27,0.19514969397487653,Detroit_S2
2022-02-01,-0.0013072506680748654,Detroit_S2
2022-02-06,-0.0436048984979576,Detroit_S2
2022-02-11,-0.0638665855622637,Detroit_S2
2022-02-16,0.016524922395373436,Detroit_S2
2022-02-21,-0.0025162450143671952,Detroit_S2
2022-03-03,0.006759425681224489,Detroit_S2
2022-03-08,0.020115759731393165,Detroit_S2
2022-03-13,0.01660256632164271,Detroit_S2
2022-03-23,0.01246932986512457,Detroit_S2
2022-03-28,0.022626419695155144,Detroit_S2
2022-04-02,-0.108139582161082,Detroit_S2
2022-04-07,-0.1641811888110849,Detroit_S2
2022-04-22,-0.022420618345516823,Detroit_S2
2022-04-27,0.018634449067855698,Detroit_S2
2022-05-02,0.00798160579180927,Detroit_S2
2022-05-12,0.01699610169598808,Detroit_S2
2022-05-17,-0.15046974042920744,Detroit_S2
2022-05-22,-0.009771986970684036,Detroit_S2
2022-06-01,0.02173523919784793,Detroit_S2
2022-06-06,0.021746989644662585,Detroit_S2
2022-06-11,0.025897775326462605,Detroit_S2
2022-06-16,0.03610128669160872,Detroit_S2
2022-06-21,-0.12959970828338663,Detroit_S2
2022-06-26,-0.21076461825325402,Detroit_S2
2022-07-01,-0.014070926935143419,Detroit_S2
2022-07-06,0.026350446669562985,Detroit_S2
2022-07-11,-0.06916635109479034,Detroit_S2
2022-07-16,-0.006348009941710141,Detroit_S2
2022-07-21,-0.008009570981937017,Detroit_S2
2022-07-26,-0.12742555838855324,Detroit_S2
2022-07-31,0.024671452890760073,Detroit_S2
2022-08-05,-0.015262943318540742,Detroit_S2
2022-08-10,-0.031387299212175694,Detroit_S2
2022-08-15,-0.06174740034868729,Detroit_S2
2022-08-20,-0.028639289059804285,Detroit_S2
2022-08-25,-0.042048933064642795,Detroit_S2
2022-08-30,-0.116512560916097,Detroit_S2
2022-09-04,-0.005882402846439861,Detroit_S2
2022-09-09,-0.04109189850073241,Detroit_S2
2022-09-14,-0.0758743433165515,Detroit_S2
2022-09-19,-0.04147876225170138,Detroit_S2
2022-09-29,0.012453729080430145,Detroit_S2
2022-10-04,-0.09577324766695769,Detroit_S2
2022-10-14,0.12324288983327887,Detroit_S2
2022-10-19,-0.020521536522170074,Detroit_S2
2022-10-24,0.03326308058937457,Detroit_S2
2022-10-29,-0.07668910952654745,Detroit_S2
2022-11-08,0.028419470973122227,Detroit_S2
2022-11-13,-0.023640655586133798,Detroit_S2
2022-11-18,0.032996081984603146,Detroit_S2
2022-11-23,0.019769028756943797,Detroit_S2
2022-11-28,0.009273989063928064,Detroit_S2
2022-12-03,0.008244370893511488,Detroit_S2
2022-12-13,0.005068941083145806,Detroit_S2
2022-12-18,0.01039209806767511,Detroit_S2
2022-12-23,0.01990238174148636,Detroit_S2
2022-12-28,0.016529969049114957,Detroit_S2
2023-01-07,0.03140837292688725,Detroit_S2
2023-01-17,0.008584277699517697,Detroit_S2
2023-01-22,0.01602769578794076,Detroit_S2
2023-01-27,0.024039383867080582,Detroit_S2
2023-02-01,0.020640731439365404,Detroit_S2
2023-02-06,0.0030775137921648676,Detroit_S2
2023-02-11,-0.07327821032370099,Detroit_S2
2023-02-21,0.019297308508059784,Detroit_S2
2023-02-26,0.009374041680523183,Detroit_S2
2023-03-03,0.004356703718533851,Detroit_S2
2023-03-08,-0.03534632168145139,Detroit_S2
2023-03-08,-0.038049019605629966,Detroit_S2
2023-03-13,0.029446097150497855,Detroit_S2
2023-03-18,-0.0737296779675833,Detroit_S2
2023-04-02,0.009953131273896765,Detroit_S2
2023-04-07,0.015801918517802164,Detroit_S2
2023-04-12,0.022235341529377745,Detroit_S2
2023-04-22,0.017298621945006108,Detroit_S2
2023-04-27,-0.28640571667376397,Detroit_S2
2023-05-02,-0.09046760410217276,Detroit_S2
2023-05-07,0.01430428434601582,Detroit_S2
2023-05-12,-0.34630587169861327,Detroit_S2
2023-05-22,-0.0009573090634508012,Detroit_S2
2023-05-27,0.05481479599542201,Detroit_S2
2023-06-01,-0.03247418095901907,Detroit_S2
2023-06-06,-0.039710011994150064,Detroit_S2
2023-06-11,-0.00012717398355731836,Detroit_S2
2023-06-16,-0.07122391005316123,Detroit_S2
2023-06-26,-0.019804152028223672,Detroit_S2
2023-07-01,-0.0025997238883639995,Detroit_S2
2023-07-06,-0.02732636217046455,Detroit_S2
2023-07-11,-0.03066841878846678,Detroit_S2
2023-07-16,-0.023607709727320726,Detroit_S2
2023-07-21,-0.013787097386216057,Detroit_S2
2023-07-26,-0.12242679540057214,Detroit_S2
2023-07-31,-0.08766871041638465,Detroit_S2
2023-08-05,0.04031284331180563,Detroit_S2
2023-08-10,-0.20423290801497498,Detroit_S2
2023-08-15,0.014252949069082187,Detroit_S2
2023-08-25,-0.01672154268775717,Detroit_S2
2023-08-30,-0.054271654791019544,Detroit_S2
2023-09-09,-0.05592673209386449,Detroit_S2
2023-09-14,-0.011354491347425956,Detroit_S2
2023-09-19,-0.16093156932331276,Detroit_S2
2023-11-03,0.01890967213733991,Detroit_S2
2023-11-08,0.0627673612136347,Detroit_S2
2023-11-13,0.013768812039705406,Detroit_S2
2023-11-18,0.04447128761145128,Detroit_S2
2023-11-23,-0.08227601739785519,Detroit_S2
2023-11-28,0.04089674785696006,Detroit_S2
2023-12-08,0.014499576511626923,Detroit_S2
2023-12-13,0.03231112588177917,Detroit_S2
2023-12-23,-0.04600401916963711,Detroit_S2
2023-12-28,0.02572093163968124,Detroit_S2
2024-01-07,0.013270298402895892,Detroit_S2
2024-01-12,0.015787958372100168,Detroit_S2
2024-01-17,0.03765056836652829,Detroit_S2
2024-01-27,0.019696337208440027,Detroit_S2
2024-02-01,0.02730011539626016,Detroit_S2
2024-02-06,0.022785413545777306,Detroit_S2
2024-02-26,-0.009434562502120157,Detroit_S2
2024-03-02,-0.009460788223473045,Detroit_S2
2024-03-07,-0.3937087158056901,Detroit_S2
2024-04-21,-0.10035627194599679,Detroit_S2
2024-05-11,-0.15100655672310778,Detroit_S2
2024-05-16,-0.03839347984710335,Detroit_S2
2024-05-26,0.015839768673210238,Detroit_S2
2024-05-31,0.013779742435823666,Detroit_S2
2024-06-05,-0.04330684593114964,Detroit_S2
2024-06-10,-0.0015208925744565251,Detroit_S2
2024-06-15,-0.005437771292780161,Detroit_S2
2024-06-20,-0.043456993333539605,Detroit_S2
2024-06-25,-0.017268930192575655,Detroit_S2
2024-07-05,-0.02495496896582588,Detroit_S2
2024-07-10,-0.04677313882118714,Detroit_S2
2024-07-15,-0.01899481436070569,Detroit_S2
2024-07-20,-0.05404366405846146,Detroit_S2
2024-07-25,-0.006680088723845804,Detroit_S2
2024-07-30,0.002787815147046255,Detroit_S2
2024-08-04,-0.03166908150466006,Detroit_S2
2024-08-09,-0.021347444199530677,Detroit_S2
2024-08-14,-0.07288150616163336,Detroit_S2
2024-08-29,-0.08903523669870093,Detroit_S2
2024-09-03,-0.06875754490843315,Detroit_S2
2024-09-08,-0.053807347768727025,Detroit_S2
2024-09-18,-0.23674926932499957,Detroit_S2
2024-09-28,-0.10115984436074481,Detroit_S2
2024-10-03,-0.017140216660401063,Detroit_S2
2024-10-13,-0.09674948571011974,Detroit_S2
2024-11-27,0.018772210821057893,Detroit_S2
2024-12-02,-0.062168300966811495,Detroit_S2
2025-01-06,-0.31169093906230894,Detroit_S2
2025-01-16,0.0490025273562692,Detroit_S2
2025-01-21,-0.14607030408139202,Detroit_S2
2025-01-26,0.1747641287646125,Detroit_S2
2025-02-05,-0.021458698258644788,Detroit_S2
2025-02-10,0.05550658969460859,Detroit_S2
2025-02-25,-0.010908041720387762,Detroit_S2
2025-03-07,-0.26201014940405765,Detroit_S2
2025-03-17,-0.032020897293172125,Detroit_S2
2025-04-01,-0.20214639401467852,Detroit_S2
2025-04-03,-0.1219242902320443,Detroit_S2
2025-04-11,-0.08324123151142891,Detroit_S2
2025-04-16,-0.30571107017054033,Detroit_S2
2025-04-21,-0.12365719501379421,Detroit_S2
2025-04-23,-0.11630271056843208,Detroit_S2
2025-04-26,-0.027163709941630705,Detroit_S2
2025-05-01,-0.21131573456394134,Detroit_S2
2025-05-06,-0.0783237219665214,Detroit_S2
2025-05-31,-0.020538827518251417,Detroit_S2
2025-06-02,-0.014959711418480098,Detroit_S2
2025-06-05,-0.00025284606672882785,Detroit_S2
2025-06-10,-0.04050975926569388,Detroit_S2
2025-06-15,-0.0015546296285906484,Detroit_S2
2025-06-22,-0.0322422769182859,Detroit_S2
2025-06-25,-0.054489417497522265,Detroit_S2
2025-06-30,-0.017648383977615135,Detroit_S2
2025-07-05,-0.016530502271741822,Detroit_S2
2025-07-10,-0.025749392122360458,Detroit_S2
2025-07-12,-0.004367893674166552,Detroit_S2
2025-07-15,-0.025220031972084885,Detroit_S2
2025-07-25,-0.06256250443097366,Detroit_S2
2025-08-01,-0.013677258584248352,Detroit_S2
2025-08-04,-0.04533499021955648,Detroit_S2
