datetime,sensor,band1_red,band2_nir,band4_green,green_red_ratio,ndci,nir_red_ratio
2011-01-03,Aqua,0.0335,0.06570000000000001,0.0439,1.3104477611940297,0.32459677419354843,1.9611940298507464
2011-01-06,Aqua,0.0352,0.038400000000000004,0.0468,1.3295454545454546,0.04347826086956524,1.090909090909091
2011-01-10,Aqua,0.0415,0.1514,0.0492,1.1855421686746987,0.5697252462415758,3.648192771084337
2011-01-20,Aqua,0.11900000000000001,0.06330000000000001,0.08410000000000001,0.7777777777777777,-0.33133133133133136,0.5022556390977443
2011-01-25,Aqua,0.0877,0.045000000000000005,0.0799,0.9189526184538652,-0.3068862275449102,0.5303550973654066
2011-01-27,Aqua,0.09770000000000001,0.0234,0.0944,0.9662231320368474,-0.6135425268373245,0.23950870010235412
2011-01-30,Aqua,0.0903,0.040400000000000005,0.1075,1.1904761904761905,-0.3817903596021423,0.44739756367663347
2011-02-01,Aqua,0.0659,0.038900000000000004,0.06760000000000001,1.0369230769230768,-0.2576335877862595,0.590288315629742
2011-02-02,Aqua,0.0741,0.1206,0.07490000000000001,1.0107962213225372,0.23882896764252698,1.6275303643724697
2011-02-09,Aqua,0.068,0.047,0.0799,1.1749999999999998,-0.18260869565217394,0.6911764705882353
2011-02-25,Aqua,0.068,0.0729,0.0984,1.2418546365914787,-0.045186640471512794,0.9135338345864661
2011-03-11,Aqua,0.07060000000000001,0.0448,0.08940000000000001,1.2662889518413596,-0.22357019064124792,0.6345609065155806
2011-04-01,Aqua,0.0692,0.08800000000000001,0.0835,1.2066473988439308,0.11959287531806623,1.271676300578035
2011-04-12,Aqua,0.0367,0.0374,0.061900000000000004,1.6866485013623977,0.009446693657219963,1.0190735694822888
2011-04-18,Aqua,0.08990000000000001,0.1187,0.1217,1.353726362625139,0.13806327900287627,1.3203559510567295
2011-04-19,Aqua,0.050100000000000006,0.0408,0.076,1.557768924302789,-0.10329670329670329,0.8127490039840638
2011-04-22,Aqua,0.0354,0.025900000000000003,0.0606,1.7033898305084745,-0.1549755301794453,0.7316384180790961
2011-05-01,Aqua,0.0341,0.031200000000000002,0.0543,1.592375366568915,-0.0476190476190476,0.9090909090909092
2011-05-03,Aqua,0.0608,0.0732,0.09050000000000001,1.4884868421052633,0.09253731343283582,1.2039473684210527
2011-05-04,Aqua,0.059300000000000005,0.1369,0.07150000000000001,1.205733558178752,0.3955147808358817,2.308600337268128
2011-05-10,Aqua,0.0697,0.1448,0.07300000000000001,1.047345767575323,0.35011655011655013,2.077474892395983
2011-05-12,Aqua,0.026600000000000002,0.04,0.0483,1.7311827956989247,0.17820324005891014,1.4336917562724014
2011-05-18,Aqua,0.0497,0.1773,0.0699,1.4064386317907445,0.562114537444934,3.5674044265593565
2011-05-19,Aqua,0.046900000000000004,0.0429,0.067,1.4285714285714286,-0.04454342984409803,0.9147121535181236
2011-05-20,Aqua,0.021,0.02,0.046200000000000005,2.2,-0.024390243902439046,0.9523809523809523
2011-05-24,Aqua,0.0229,0.0359,0.0449,1.960698689956332,0.22108843537414966,1.5676855895196506
2011-05-30,Aqua,0.3267,0.4131,0.3302,1.0107131925313744,0.11678832116788325,1.2644628099173554
2011-06-09,Aqua,0.033800000000000004,0.0264,0.0545,1.6124260355029585,-0.12292358803986717,0.7810650887573963
2011-06-14,Aqua,0.0227,0.0902,0.0487,2.145374449339207,0.5978742249778566,3.973568281938326
2011-06-16,Aqua,0.019700000000000002,0.0375,0.042100000000000005,2.111731843575419,0.31118881118881114,1.9035532994923856
2011-06-17,Aqua,0.0216,0.0907,0.0388,1.7962962962962963,0.6153161175422973,4.199074074074074
2011-06-23,Aqua,0.1053,0.15610000000000002,0.0983,1.1868686868686869,0.22531645569620248,1.5816993464052287
2011-06-25,Aqua,0.027600000000000003,0.033800000000000004,0.0417,1.4945454545454546,0.10830324909747295,1.242914979757085
