datetime,date,chlorophyll_ugL,sensor
2011-08-20,2011-08-20,48.75082643619089,MODIS-Aqua
2011-08-20,2011-08-20,39.756967045153985,MODIS-Terra
2011-08-21,2011-08-21,52.426274027829685,MODIS-Terra
2011-08-21,2011-08-21,35.115448467771806,MODIS-Aqua
2011-08-22,2011-08-22,55.200604378949485,MODIS-Aqua
2011-08-22,2011-08-22,50.36577858929429,MODIS-Terra
2011-08-23,2011-08-23,114.6675628908234,MODIS-Terra
2011-08-23,2011-08-23,96.59868092845052,MODIS-Aqua
2011-08-24,2011-08-24,45.030555966175065,MODIS-Aqua
2011-08-25,2011-08-25,50.50769412703447,MODIS-Aqua
2011-08-25,2011-08-25,82.71724766776696,MODIS-Terra
2011-08-26,2011-08-26,60.265960211107036,MODIS-Aqua
2011-08-26,2011-08-26,75.36423689012861,MODIS-Terra
2011-08-27,2011-08-27,61.80307291484674,MODIS-Terra
2011-08-27,2011-08-27,68.61346674425243,MODIS-Aqua
2011-08-28,2011-08-28,51.214593771420255,MODIS-Aqua
2011-08-28,2011-08-28,48.153934403246204,MODIS-Terra
2011-08-29,2011-08-29,56.882689077392605,MODIS-Terra
2011-08-29,2011-08-29,59.97369628316574,MODIS-Aqua
2011-08-30,2011-08-30,67.89451869541851,MODIS-Terra
2011-08-30,2011-08-30,61.07569982534284,MODIS-Aqua
2011-08-31,2011-08-31,74.29189232786457,MODIS-Terra
2011-09-01,2011-09-01,38.085139518791564,MODIS-Terra
2011-09-01,2011-09-01,48.94752391605658,MODIS-Aqua
2011-09-02,2011-09-02,67.75865110437101,MODIS-Terra
2011-09-02,2011-09-02,73.47796319761382,MODIS-Aqua
2011-09-03,2011-09-03,24.80170371025236,MODIS-Terra
2011-09-03,2011-09-03,42.028228652404586,MODIS-Aqua
2011-09-04,2011-09-04,38.34689283793415,MODIS-Terra
2011-09-04,2011-09-04,31.15776059301926,MODIS-Aqua
2011-09-05,2011-09-05,38.52747258347276,MODIS-Terra
2011-09-05,2011-09-05,50.82617535754838,MODIS-Aqua
2011-09-06,2011-09-06,38.376543669486175,MODIS-Terra
2011-09-06,2011-09-06,31.61603658038627,MODIS-Aqua
2011-09-07,2011-09-07,29.165440291341458,MODIS-Aqua
2011-09-08,2011-09-08,31.774645541954808,MODIS-Terra
2011-09-08,2011-09-08,42.09671707529363,MODIS-Aqua
2011-09-09,2011-09-09,24.302616719603304,MODIS-Terra
2011-09-13,2011-09-13,42.87638776543268,MODIS-Aqua
2011-09-16,2011-09-16,41.133297230356966,MODIS-Aqua
2011-09-17,2011-09-17,28.889685861995122,MODIS-Terra
