system:index,date,ndci,.geo
LC08_046029_20131007,2013-10-07,0.06405647305546193,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20131023,2013-10-23,0.004433696090288371,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20131108,2013-11-08,-0.0065655514892717145,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20131124,2013-11-24,-0.23016564952048651,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20131210,2013-12-10,0.09047926339812704,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20131226,2013-12-26,-0.18943742824339888,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20140228,2014-02-28,0.17240493319630013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20140316,2014-03-16,0.13067453338628238,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20140401,2014-04-01,0.04359510688313106,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20140519,2014-05-19,0.09728131009965615,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20140604,2014-06-04,-0.22991282428316312,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20140620,2014-06-20,0.12461128387383408,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20140706,2014-07-06,-0.02772526780088202,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20140722,2014-07-22,0.12416415121907243,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20140807,2014-08-07,0.217508158955655,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20140823,2014-08-23,0.356870229007636,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20140908,2014-09-08,0.27294074673206903,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20141010,2014-10-10,0.1904185645505586,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20141026,2014-10-26,-0.020109992548502525,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20141111,2014-11-11,-0.17507285362026442,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20141213,2014-12-13,-0.013535257927117855,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20141229,2014-12-29,,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20150114,2015-01-14,0.09017855534134507,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20150130,2015-01-30,-0.4419533851276363,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20150215,2015-02-15,0.10509767328640672,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20150319,2015-03-19,0.22438282183970504,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20150404,2015-04-04,0.18644067796610164,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20150420,2015-04-20,0.06261859582542674,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20150506,2015-05-06,0.15089100228622732,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20150607,2015-06-07,-0.0952201731275846,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20150623,2015-06-23,0.1025964204688679,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20150709,2015-07-09,0.12710595015620774,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20150810,2015-08-10,0.1691892885593481,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20150826,2015-08-26,0.038006366134341864,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20150911,2015-09-11,0.3530512377662637,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20150927,2015-09-27,-0.2819006940736794,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20151013,2015-10-13,-0.13781321184510287,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20151029,2015-10-29,0.00871706408362857,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20151114,2015-11-14,-0.026710950128576365,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20151130,2015-11-30,-0.043838636814573756,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20160101,2016-01-01,-0.95152528207271,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20160202,2016-02-02,0.15735454487138356,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20160305,2016-03-05,0.14501966189646096,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20160406,2016-04-06,-0.6039829302987206,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20160422,2016-04-22,0.2449480232573897,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20160508,2016-05-08,0.20287795611266496,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20160524,2016-05-24,-0.011765364511205537,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20160625,2016-06-25,-0.11934374173061697,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20160711,2016-07-11,-0.472350942230461,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20160727,2016-07-27,0.0616822429906589,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20160812,2016-08-12,-0.08800000000000427,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20160828,2016-08-28,0.31405797101449306,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20160913,2016-09-13,-0.009388335704123509,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20160929,2016-09-29,0.015051311288483327,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20161031,2016-10-31,-0.017157079237865688,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20161116,2016-11-16,0.18590648617224498,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20161218,2016-12-18,,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20170103,2017-01-03,,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20170119,2017-01-19,-0.021830571895371832,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20170220,2017-02-20,-0.01880070752811406,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20170324,2017-03-24,-0.00691543838506697,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20170409,2017-04-09,0.01651192813471011,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20170511,2017-05-11,0.013153834284832595,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20170527,2017-05-27,-0.35986509274873435,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20170628,2017-06-28,0.07537631992810598,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20170714,2017-07-14,0.2882096069869029,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20170730,2017-07-30,0.08160237388723932,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20170815,2017-08-15,0.3564888824298805,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20170831,2017-08-31,0.029106945975743943,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20170916,2017-09-16,0.2531922043010752,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20171002,2017-10-02,,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20171018,2017-10-18,0.14429282868525903,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20171103,2017-11-03,0.14875304185924978,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20171119,2017-11-19,0.15098152122703243,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20171205,2017-12-05,-0.11563849726998646,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20171221,2017-12-21,-0.20858000858000916,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20180106,2018-01-06,,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20180122,2018-01-22,0.22851394907811326,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20180207,2018-02-07,0.34050234272985613,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20180223,2018-02-23,0.09572926261039162,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20180311,2018-03-11,-0.0700636942675128,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20180428,2018-04-28,,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20180514,2018-05-14,-0.1590289143480632,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20180530,2018-05-30,0.17840008343763047,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20180615,2018-06-15,0.11853289605782742,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20180701,2018-07-01,0.004568377336102004,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20180717,2018-07-17,-0.457839120120768,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20180802,2018-08-02,0.062250750123438114,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20180818,2018-08-18,0.31389578163771376,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20180903,2018-09-03,0.1582966226138038,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20180919,2018-09-19,0.1881950384944383,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20181021,2018-10-21,0.09899717150938601,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20181106,2018-11-06,0.081091687654928,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20181208,2018-12-08,0.2636022989087779,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20190109,2019-01-09,-0.02166591781855792,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20190125,2019-01-25,-0.17492984097287234,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20190210,2019-02-10,-0.021507692177754063,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20190226,2019-02-26,0.36158038609776394,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20190314,2019-03-14,0.3365620192581624,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20190330,2019-03-30,0.07015306122448903,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20190415,2019-04-15,0.005874021963734287,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20190501,2019-05-01,-0.7621091354996936,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20190517,2019-05-17,0.04503371508080925,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20190602,2019-06-02,0.04509351780681522,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20190618,2019-06-18,-0.003455267140694861,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20190704,2019-07-04,0.19842164599774362,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20190720,2019-07-20,0.22244250594766057,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20190805,2019-08-05,0.2750115551073576,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20190906,2019-09-06,0.23667870036101132,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20191008,2019-10-08,,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20191024,2019-10-24,0.42123121667474356,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20191109,2019-11-09,0.11380431569612857,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20191125,2019-11-25,-0.02285038791718298,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20200213,2020-02-13,0.2143589743589743,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20200229,2020-02-29,-0.02138553296594612,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20200316,2020-03-16,-0.1545110750945453,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20200417,2020-04-17,0.05209471766848975,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20200503,2020-05-03,0.3727742676622664,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20200604,2020-06-04,0.22449740019985462,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20200706,2020-07-06,0.05186659168577262,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20200722,2020-07-22,0.136107986501687,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20200807,2020-08-07,0.047133238114671176,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20200823,2020-08-23,-0.01911713590545885,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20200908,2020-09-08,0.003440834867126647,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20200924,2020-09-24,,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20201010,2020-10-10,-0.02877390973656891,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20201026,2020-10-26,-0.42566191446028706,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20201111,2020-11-11,-0.016660918075071703,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20201127,2020-11-27,0.20172877000350445,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20201229,2020-12-29,0.009783710363562298,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20210114,2021-01-14,-0.7759946506185231,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20210215,2021-02-15,-0.023462554331711412,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20210303,2021-03-03,-0.1381995639082135,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20210319,2021-03-19,0.08871698241161007,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20210404,2021-04-04,0.16689209734411212,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20210420,2021-04-20,9.078154658748412E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20210506,2021-05-06,0.25697182070375246,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20210522,2021-05-22,0.13021816925937074,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20210623,2021-06-23,-0.015938179183771883,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20210709,2021-07-09,-0.007500852369588332,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20210725,2021-07-25,-0.1438535309503089,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20210810,2021-08-10,-0.22743476400969684,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20210826,2021-08-26,0.01683436765680549,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20210911,2021-09-11,-0.0853707168931563,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20211013,2021-10-13,-0.00671242397594516,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20211029,2021-10-29,-0.01482375440120435,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20211114,2021-11-14,0.2267200474495847,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20211130,2021-11-30,-1.2826043865076374E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20220101,2022-01-01,0.4213494069609173,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20220117,2022-01-17,0.19219924257618493,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20220218,2022-02-18,-0.33230926779313963,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20220306,2022-03-06,-0.9162377164248965,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20220322,2022-03-22,-0.559864275327193,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20220407,2022-04-07,-0.0908152734778133,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20220423,2022-04-23,0.01707475839967966,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20220509,2022-05-09,0.14947526863737115,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20220525,2022-05-25,0.26348524675132384,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20220626,2022-06-26,-0.19123204837490848,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20220712,2022-07-12,0.08384146341463325,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20220728,2022-07-28,0.08382345420140085,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20220813,2022-08-13,0.09192200557103025,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20220829,2022-08-29,0.07051282051281987,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20220914,2022-09-14,0.3897993507255446,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20220930,2022-09-30,-0.08747919363787712,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20221016,2022-10-16,0.05136757838558991,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20221101,2022-11-01,-0.019459804720159898,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20221117,2022-11-17,-0.8329752953813131,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20221203,2022-12-03,,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20221219,2022-12-19,-0.01293688368867045,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20230120,2023-01-20,-0.4739102969046124,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20230205,2023-02-05,-0.019634022694541942,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20230221,2023-02-21,-0.021694155595086674,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20230325,2023-03-25,-0.029401063295725484,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20230426,2023-04-26,0.20455464223150527,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20230512,2023-05-12,0.11918419375398402,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20230528,2023-05-28,0.025996423096576158,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20230613,2023-06-13,0.036112272259208995,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20230629,2023-06-29,0.05668737658334566,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20230715,2023-07-15,0.13865546218487307,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20230731,2023-07-31,0.13242375601926074,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20230816,2023-08-16,0.27284144427001455,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20230901,2023-09-01,0.13888643085019678,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20230917,2023-09-17,0.08906751464829374,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20231003,2023-10-03,0.11556192425793252,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20231019,2023-10-19,-0.13370165745856308,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20231120,2023-11-20,-0.021717670286278162,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20240107,2024-01-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20240123,2024-01-23,,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20240208,2024-02-08,-0.3234885775590054,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20240224,2024-02-24,-0.1486885686151644,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20240412,2024-04-12,0.14897515710342396,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20240514,2024-05-14,0.08306668373224105,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20240530,2024-05-30,-0.08192865542924316,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20240615,2024-06-15,0.0011380499901390449,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20240701,2024-07-01,-0.013763763763763658,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20240717,2024-07-17,0.1964613784891897,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20240802,2024-08-02,0.03420011305822546,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20240818,2024-08-18,,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20240903,2024-09-03,-0.08953873982514396,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20240919,2024-09-19,0.22283609576427496,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20241005,2024-10-05,-0.14573396926338308,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20241106,2024-11-06,-0.5533199195171095,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20250109,2025-01-09,-0.6574143535883957,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20250125,2025-01-25,-0.3040343347639484,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20250210,2025-02-10,,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20250226,2025-02-26,-0.7854592664719245,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20250330,2025-03-30,-0.006594684551916187,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20250415,2025-04-15,0.19179329178628968,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20250501,2025-05-01,0.029833397907787405,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20250517,2025-05-17,-0.01001581156970721,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20250602,2025-06-02,0.08809989279182649,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20250618,2025-06-18,,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20250704,2025-07-04,0.06498405214255995,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_046029_20250720,2025-07-20,-0.023159798499248655,"{""type"":""MultiPoint"",""coordinates"":[]}"
