system:index,chl,date,sensor,.geo
2012_10_10_0,122.39757150681146,2012-10-10,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_10_11_0,66.56502879202746,2012-10-11,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_10_17_0,188.88225880847915,2012-10-17,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_10_18_0,78.78212128392947,2012-10-18,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_10_25_0,56.9030277421096,2012-10-25,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_11_05_0,43.48284818984463,2012-11-05,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_11_14_0,49.013671388363434,2012-11-14,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_11_15_0,42.92007572913769,2012-11-15,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_11_25_0,54.682402346844775,2012-11-25,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_10_0,36.20222615551291,2012-12-10,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_13_0,48.58065140919017,2012-12-13,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
2012_12_29_0,36.65480486462353,2012-12-29,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_04_0,23.00074063526407,2013-01-04,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_06_0,32.789312059693465,2013-01-06,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_01_10_0,57.99701064438802,2013-01-10,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_01_0,102.22353618774721,2013-02-01,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_08_0,135.27413908030334,2013-02-08,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_10_0,26.660236189375475,2013-02-10,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_15_0,114.9175043840495,2013-02-15,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_02_19_0,74.53901998985155,2013-02-19,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
2013_03_03_0,60.94109980749353,2013-03-03,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
